STL,BLK,DRB,Opponent_ORB,Team_DRB,Opponent_FGM,Opponent_FGA,Team_BLK,Team_MP,Opponent_TOV,Team_STL,MP,PF,Team_PF,Opponent_FTA,Opponent_FTM,Team_FGA,Team_FGM,Team_FTA,Team_FTM,Team_ORB,Team_TOV,Opponent_PTS
2,1,7,10,41,33,83,4,240,15,10,24,5,31,38,28,83,,38,,10,15,107
