Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,39:52,11,22,.500,1,6,.167,4,6,.667,1,4,5,3,0,1,3,1,27,-7,0
LeBron James,39:05,12,22,.545,0,6,.000,5,8,.625,4,10,14,10,1,0,3,1,29,+18,0
Iman Shumpert,35:23,3,8,.375,2,5,.400,0,0,nan,0,1,1,1,0,0,2,1,8,+6,0
Richard Jefferson,33:39,3,6,.500,1,3,.333,2,2,1.000,0,7,7,2,0,0,1,6,9,+21,0
Tristan Thompson,25:58,2,5,.400,0,0,nan,0,2,.000,3,1,4,4,1,0,0,4,4,-22,0
Channing Frye,21:57,5,7,.714,5,7,.714,0,0,nan,0,9,9,0,1,0,0,2,15,+18,0
J.R. Smith,19:09,1,9,.111,1,8,.125,0,0,nan,0,1,1,0,0,0,0,1,3,-28,0
Deron Williams,16:36,1,1,1.000,1,1,1.000,1,1,1.000,0,0,0,3,1,0,0,1,4,-11,0
Derrick Williams,8:22,1,4,.250,0,3,.000,0,0,nan,0,1,1,1,0,0,0,0,2,-20,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
DeAndre Liggins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyle Korver,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,84,.464,11,39,.282,12,19,.632,8,34,42,24,4,1,9,17,101,nan,0
Tobias Harris,41:16,5,18,.278,0,3,.000,5,6,.833,3,6,9,2,0,1,0,1,15,+7,1
Andre Drummond,35:46,10,14,.714,0,0,nan,0,1,.000,7,9,16,4,0,0,1,3,20,+9,1
Kentavious Caldwell-Pope,33:33,5,10,.500,4,7,.571,1,1,1.000,0,0,0,2,0,0,0,1,15,-9,1
Marcus Morris,31:59,4,11,.364,2,7,.286,2,2,1.000,0,5,5,3,2,0,1,2,12,+11,1
Reggie Jackson,31:05,8,16,.500,1,3,.333,4,4,1.000,1,1,2,5,1,0,3,3,21,+13,1
Stanley Johnson,17:56,3,6,.500,0,3,.000,2,3,.667,0,5,5,1,1,0,1,3,8,+1,1
Ish Smith,16:55,5,9,.556,1,1,1.000,1,2,.500,0,3,3,3,1,0,1,0,12,-8,1
Reggie Bullock,14:27,1,3,.333,1,2,.500,0,0,nan,0,4,4,1,1,0,0,1,3,+14,1
Jon Leuer,12:40,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,-11,1
Aron Baynes,4:23,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-2,1
Boban Marjanovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Darrun Hilliard,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Beno Udrih,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,39,84,.464,11,39,.282,12,19,.632,8,34,42,24,4,1,9,17,101,nan,240,1
