Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:00,9,25,.360,0,1,.000,3,4,.750,3,4,7,5,2,1,2,0,21,-11,0
Zydrunas Ilgauskas,39:00,8,18,.444,0,0,nan,4,6,.667,10,5,15,0,1,4,1,4,20,-11,0
Ira Newble,35:00,1,4,.250,1,2,.500,0,0,nan,5,2,7,1,1,0,2,0,3,-18,0
Jeff McInnis,29:00,2,10,.200,1,3,.333,0,0,nan,2,1,3,0,0,0,1,1,5,-24,0
Drew Gooden,27:00,5,14,.357,0,1,.000,5,6,.833,3,4,7,0,1,0,1,4,15,-13,0
Eric Snow,23:00,1,4,.250,0,0,nan,0,0,nan,0,2,2,8,2,1,2,2,2,-6,0
Robert Traylor,21:00,4,9,.444,0,1,.000,2,3,.667,3,4,7,1,1,0,3,3,10,-11,0
DeSagana Diop,9:00,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-13,0
Lucious Harris,8:00,2,3,.667,0,1,.000,0,0,nan,0,0,0,0,0,0,2,1,4,-9,0
Jiri Welsch,5:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,3,0,-1,0
Sasha Pavlovic,3:00,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-3,0
Team Totals,240,33,91,.363,2,9,.222,14,19,.737,26,23,49,15,8,6,15,19,82,nan,0
Stephen Jackson,36:00,11,19,.579,3,7,.429,3,4,.750,1,4,5,4,2,0,0,0,28,+12,1
Jermaine O'Neal,35:00,8,16,.500,0,0,nan,4,9,.444,0,8,8,5,0,2,3,3,20,+18,1
Anthony Johnson,31:00,4,5,.800,0,1,.000,2,2,1.000,0,1,1,7,1,2,2,1,10,+16,1
Reggie Miller,23:00,2,4,.500,1,1,1.000,0,0,nan,0,3,3,2,1,0,0,0,5,+8,1
Scot Pollard,21:00,3,4,.750,0,0,nan,0,0,nan,3,5,8,0,0,0,1,5,6,+17,1
Fred Jones,23:00,2,6,.333,2,3,.667,1,2,.500,1,4,5,3,0,0,2,0,7,+16,1
David Harrison,21:00,3,5,.600,0,0,nan,2,4,.500,1,0,1,0,1,2,0,2,8,0,1
Austin Croshere,18:00,3,5,.600,0,2,.000,4,4,1.000,3,3,6,3,1,0,0,1,10,+13,1
Eddie Gill,17:00,3,7,.429,1,3,.333,0,0,nan,2,2,4,2,2,0,2,2,7,+8,1
James Jones,15:00,1,6,.167,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,3,5,+12,1
240,33,91,.363,2,9,.222,14,19,.737,26,23,49,15,8,6,15,19,82,nan,240,1
