Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,48:00,12,30,.400,2,6,.333,11,11,1.000,4,9,13,7,5,0,5,1,37,-5,0
Drew Gooden,42:00,10,18,.556,1,1,1.000,3,4,.750,3,9,12,1,1,1,1,4,24,-5,0
Robert Traylor,34:00,4,9,.444,0,1,.000,2,4,.500,3,3,6,2,2,1,2,5,10,+4,0
Jeff McInnis,30:00,4,13,.308,0,1,.000,3,3,1.000,0,2,2,2,2,0,1,5,11,-7,0
Ira Newble,19:00,1,3,.333,0,1,.000,1,1,1.000,2,1,3,0,1,0,1,0,3,-4,0
Lucious Harris,29:00,3,7,.429,2,5,.400,2,2,1.000,3,3,6,0,0,0,3,2,10,+6,0
Eric Snow,18:00,1,3,.333,0,0,nan,1,2,.500,0,0,0,3,1,0,1,4,3,+2,0
Anderson Varejao,10:00,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,1,1,0,0,-10,0
Sasha Pavlovic,5:00,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,1,0,-5,0
DeSagana Diop,5:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-1,0
Team Totals,240,35,86,.407,5,16,.313,23,27,.852,15,29,44,15,12,3,16,23,98,nan,0
Allen Iverson,46:00,9,30,.300,1,4,.250,4,4,1.000,1,6,7,16,5,0,8,2,23,+14,1
Kyle Korver,44:00,4,5,.800,3,3,1.000,1,2,.500,0,8,8,3,0,0,3,3,12,+2,1
Andre Iguodala,36:00,3,7,.429,1,1,1.000,2,5,.400,1,4,5,2,2,0,1,2,9,-3,1
Samuel Dalembert,28:00,10,15,.667,0,0,nan,3,5,.600,9,7,16,0,1,3,5,5,23,+5,1
Rodney Rogers,23:00,3,7,.429,1,3,.333,0,0,nan,0,2,2,2,1,0,0,3,7,+6,1
Marc Jackson,29:00,11,19,.579,0,0,nan,2,2,1.000,2,2,4,1,1,0,1,2,24,-2,1
Josh Davis,15:00,2,4,.500,1,1,1.000,0,0,nan,4,1,5,1,0,0,2,4,5,0,1
Aaron McKie,14:00,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,+10,1
John Salmons,5:00,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-7,1
240,35,86,.407,5,16,.313,23,27,.852,15,29,44,15,12,3,16,23,98,nan,240,1
