Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:27,9,18,.500,2,4,.500,4,6,.667,0,7,7,13,3,1,4,2,24,+11,0
Kevin Love,40:24,5,13,.385,3,8,.375,2,2,1.000,0,13,13,0,0,0,4,1,15,+13,0
Kyrie Irving,38:23,7,16,.438,1,3,.333,0,0,nan,3,1,4,6,2,1,1,1,15,+16,0
Shawn Marion,30:29,4,6,.667,1,1,1.000,0,0,nan,1,3,4,1,0,0,1,1,9,+16,0
Anderson Varejao,16:38,4,7,.571,0,0,nan,1,2,.500,2,2,4,2,1,0,3,4,9,0,0
Tristan Thompson,32:43,8,13,.615,0,0,nan,5,8,.625,9,5,14,2,0,0,0,5,21,+20,0
Dion Waiters,23:55,2,8,.250,0,2,.000,0,0,nan,0,2,2,4,1,0,0,3,4,-7,0
James Jones,14:41,2,3,.667,2,2,1.000,2,3,.667,0,0,0,0,0,0,0,4,8,+3,0
Joe Harris,0:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
A.J. Price,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,84,.488,9,20,.450,14,21,.667,15,33,48,28,7,2,13,21,105,nan,0
Kyle Lowry,39:35,7,18,.389,2,5,.400,6,8,.750,1,3,4,9,1,0,4,2,22,-8,1
Amir Johnson,32:36,11,15,.733,1,1,1.000,4,6,.667,5,2,7,4,1,0,1,2,27,-15,1
Terrence Ross,30:43,2,9,.222,2,5,.400,0,0,nan,1,5,6,0,1,1,1,0,6,-15,1
Greivis Vasquez,27:51,2,11,.182,0,3,.000,0,0,nan,0,1,1,5,0,1,1,0,4,-9,1
Jonas Valanciunas,20:27,3,7,.429,0,0,nan,1,2,.500,0,2,2,0,0,2,0,3,7,-11,1
James Johnson,28:16,5,10,.500,1,2,.500,0,0,nan,1,5,6,4,1,0,0,4,11,+4,1
Patrick Patterson,26:33,2,8,.250,1,6,.167,1,2,.500,3,5,8,1,0,0,1,1,6,-11,1
Lou Williams,20:08,2,7,.286,1,2,.500,0,0,nan,1,2,3,2,0,0,3,2,5,-11,1
Chuck Hayes,9:31,1,1,1.000,0,0,nan,1,2,.500,2,1,3,0,0,0,0,3,3,+2,1
Tyler Hansbrough,4:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+4,1
Landry Fields,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Bruno Caboclo,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Greg Stiemsma,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,84,.488,9,20,.450,14,21,.667,15,33,48,28,7,2,13,21,105,nan,240,1
