Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Danny Granger,39:00,6,21,.286,4,9,.444,4,4,1.000,1,10,11,6,3,1,3,3,20,-3,0
Brandon Rush,38:02,9,15,.600,0,2,.000,2,4,.500,2,5,7,4,1,0,1,3,20,+17,0
Josh McRoberts,26:06,0,3,.000,0,0,nan,0,0,nan,2,1,3,4,1,0,2,5,0,+1,0
Darren Collison,21:33,2,8,.250,0,0,nan,0,0,nan,0,2,2,3,1,0,2,1,4,-10,0
Roy Hibbert,21:32,4,11,.364,0,0,nan,1,1,1.000,3,2,5,1,0,0,1,5,9,-8,0
T.J. Ford,26:27,5,10,.500,1,2,.500,2,2,1.000,1,5,6,5,1,0,1,1,13,+26,0
James Posey,22:39,3,8,.375,2,6,.333,0,0,nan,0,1,1,2,1,0,1,3,8,+15,0
Solomon Jones,20:39,2,4,.500,0,0,nan,0,0,nan,3,7,10,0,1,1,2,3,4,+21,0
Mike Dunleavy,17:14,4,8,.500,1,4,.250,2,2,1.000,0,3,3,1,0,0,0,1,11,+16,0
Tyler Hansbrough,6:48,2,2,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,4,+5,0
Team Totals,240,37,90,.411,8,23,.348,11,13,.846,12,36,48,26,9,2,13,27,93,nan,0
LeBron James,41:34,6,14,.429,2,8,.250,11,15,.733,0,5,5,6,1,0,6,3,25,-1,1
Chris Bosh,38:50,7,13,.538,0,0,nan,7,10,.700,1,10,11,0,1,2,4,2,21,-22,1
Dwyane Wade,37:32,1,13,.077,0,4,.000,1,5,.200,0,4,4,5,2,2,5,3,3,-18,1
Carlos Arroyo,25:01,5,6,.833,2,2,1.000,0,0,nan,0,1,1,2,0,0,2,3,12,0,1
Zydrunas Ilgauskas,22:16,4,8,.500,0,0,nan,4,4,1.000,4,4,8,1,0,4,2,2,12,-7,1
Eddie House,22:59,0,6,.000,0,5,.000,0,0,nan,0,2,2,1,0,0,0,2,0,-16,1
James Jones,20:54,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,1,2,1,0,-13,1
Juwan Howard,15:30,0,0,nan,0,0,nan,0,0,nan,0,4,4,1,0,0,1,2,0,+6,1
Jamaal Magloire,15:24,1,1,1.000,0,0,nan,2,4,.500,1,3,4,0,0,1,0,1,4,-9,1
240,37,90,.411,8,23,.348,11,13,.846,12,36,48,26,9,2,13,27,93,nan,240,1
