Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Joe Johnson,32:13,4,14,.286,1,3,.333,0,0,nan,0,2,2,1,2,0,0,1,9,-19,0
Deron Williams,30:52,7,15,.467,0,4,.000,0,0,nan,0,1,1,3,1,0,7,3,14,-18,0
Kris Humphries,24:14,4,8,.500,0,0,nan,3,6,.500,5,6,11,1,0,0,1,2,11,-12,0
Keith Bogans,21:00,1,3,.333,1,3,.333,0,0,nan,0,2,2,1,1,0,0,2,3,-12,0
Brook Lopez,20:34,4,8,.500,0,0,nan,0,1,.000,2,5,7,1,0,1,0,1,8,-5,0
C.J. Watson,24:36,1,5,.200,0,4,.000,0,0,nan,1,0,1,2,1,0,3,1,2,-16,0
Andray Blatche,21:09,2,8,.250,0,0,nan,0,0,nan,2,6,8,0,1,0,2,2,4,-19,0
MarShon Brooks,18:58,5,7,.714,0,0,nan,2,4,.500,0,1,1,2,1,0,3,1,12,-14,0
Mirza Teletovic,16:54,1,8,.125,1,7,.143,0,0,nan,1,0,1,1,0,0,0,0,3,-18,0
Reggie Evans,13:09,1,1,1.000,0,0,nan,3,4,.750,2,3,5,0,0,0,1,2,5,-6,0
Tornike Shengelia,12:00,0,0,nan,0,0,nan,2,2,1.000,0,1,1,0,0,0,2,0,2,-7,0
Tyshawn Taylor,4:21,0,3,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Team Totals,240,30,80,.375,3,21,.143,10,17,.588,13,27,40,12,7,1,19,15,73,nan,0
Dwyane Wade,32:04,10,14,.714,0,1,.000,2,2,1.000,1,1,2,5,1,2,1,2,22,+24,1
LeBron James,29:59,7,12,.583,2,3,.667,4,4,1.000,4,8,12,8,1,0,2,1,20,+18,1
Mario Chalmers,26:38,3,7,.429,1,2,.500,1,2,.500,1,5,6,5,1,0,4,2,8,+5,1
Shane Battier,24:47,3,9,.333,3,8,.375,0,0,nan,0,2,2,0,0,0,0,2,9,+13,1
Chris Bosh,24:00,2,10,.200,0,1,.000,4,6,.667,2,2,4,1,3,1,0,2,8,+13,1
Ray Allen,26:43,4,6,.667,1,2,.500,0,0,nan,0,3,3,1,0,0,1,5,9,+12,1
Norris Cole,20:32,0,2,.000,0,1,.000,2,2,1.000,0,1,1,4,1,0,2,2,2,+21,1
Udonis Haslem,19:39,2,3,.667,0,0,nan,0,0,nan,0,6,6,0,0,0,1,0,4,+13,1
Rashard Lewis,19:11,6,9,.667,1,3,.333,0,0,nan,0,0,0,0,1,0,0,1,13,+13,1
Mike Miller,4:21,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,1,0,0,0,0,3,+4,1
Joel Anthony,4:21,1,1,1.000,0,0,nan,0,0,nan,0,2,2,0,0,2,0,0,2,+4,1
Josh Harrellson,4:02,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,1,0,+4,1
James Jones,3:43,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,0,3,+6,1
240,30,80,.375,3,21,.143,10,17,.588,13,27,40,12,7,1,19,15,73,nan,240,1
