Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:02,12,23,.522,4,9,.444,8,13,.615,1,3,4,5,2,0,1,2,36,+15,0
Kyrie Irving,37:08,9,16,.563,0,4,.000,4,4,1.000,2,0,2,3,2,0,5,2,22,-2,0
Kevin Love,37:08,4,12,.333,1,6,.167,8,9,.889,1,6,7,1,1,0,1,2,17,+14,0
J.R. Smith,36:31,5,13,.385,3,10,.300,1,2,.500,0,4,4,2,1,0,0,1,14,+5,0
Timofey Mozgov,23:22,2,5,.400,0,0,nan,0,0,nan,3,6,9,1,0,1,1,2,4,+3,0
Tristan Thompson,31:52,2,5,.400,0,0,nan,1,2,.500,5,6,11,0,0,2,1,2,5,+3,0
Shawn Marion,25:01,1,2,.500,0,0,nan,3,4,.750,0,1,1,1,1,0,0,2,5,-12,0
Matthew Dellavedova,10:56,2,2,1.000,1,1,1.000,1,2,.500,0,0,0,1,1,0,0,2,6,+9,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,78,.474,9,30,.300,26,36,.722,12,26,38,14,8,3,9,15,109,nan,0
Jordan Hill,32:00,10,14,.714,0,0,nan,0,0,nan,1,5,6,1,3,1,1,2,20,-8,1
Kobe Bryant,31:49,7,14,.500,3,6,.500,2,3,.667,1,5,6,17,0,0,3,0,19,+3,1
Wesley Johnson,29:23,3,5,.600,2,4,.500,0,0,nan,0,4,4,2,0,0,0,3,8,0,1
Ronnie Price,27:16,1,5,.200,0,2,.000,3,4,.750,0,2,2,1,1,0,1,3,5,+3,1
Ed Davis,22:09,3,5,.600,0,0,nan,2,4,.500,2,3,5,0,0,0,1,2,8,-5,1
Carlos Boozer,23:25,4,6,.667,0,0,nan,1,2,.500,1,0,1,1,0,0,1,1,9,-3,1
Nick Young,22:04,4,13,.308,2,8,.250,4,5,.800,0,2,2,0,0,0,0,4,14,-8,1
Ryan Kelly,21:03,1,6,.167,0,3,.000,0,0,nan,1,2,3,0,0,0,1,4,2,-6,1
Tarik Black,16:00,3,4,.750,0,0,nan,2,3,.667,1,3,4,1,0,0,1,4,8,+1,1
Jeremy Lin,14:51,3,4,.750,1,1,1.000,2,2,1.000,1,1,2,3,0,0,2,3,9,-12,1
Wayne Ellington,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan Clarkson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Robert Sacre,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,78,.474,9,30,.300,26,36,.722,12,26,38,14,8,3,9,15,109,nan,240,1
