Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Nikola Pekovic,33:17,9,19,.474,0,0,nan,0,0,nan,9,3,12,0,1,0,6,2,18,-20,0
Luke Ridnour,32:59,6,13,.462,0,4,.000,1,1,1.000,1,2,3,1,1,0,3,4,13,-8,0
Kevin Love,32:57,2,10,.200,0,0,nan,7,8,.875,3,15,18,3,0,0,3,3,11,-15,0
Alexey Shved,30:57,1,7,.143,0,4,.000,0,2,.000,1,0,1,8,0,0,3,4,2,-4,0
Andrei Kirilenko,30:12,10,16,.625,2,3,.667,0,0,nan,1,3,4,2,1,0,0,0,22,-7,0
J.J. Barea,24:53,3,9,.333,1,3,.333,3,3,1.000,0,4,4,3,0,0,3,2,10,-3,0
Derrick Williams,21:47,2,6,.333,1,3,.333,3,4,.750,0,3,3,0,1,0,1,4,8,-8,0
Dante Cunningham,18:40,1,2,.500,0,0,nan,0,0,nan,1,1,2,1,1,0,0,1,2,-6,0
Lou Amundson,7:09,3,3,1.000,0,0,nan,0,1,.000,1,2,3,0,0,0,0,0,6,+8,0
Greg Stiemsma,7:09,0,1,.000,0,0,nan,0,0,nan,1,2,3,0,0,1,0,1,0,+8,0
Team Totals,240,37,86,.430,4,17,.235,14,19,.737,18,35,53,18,5,1,19,21,92,nan,0
LeBron James,41:59,8,18,.444,2,5,.400,4,5,.800,0,6,6,11,1,4,0,0,22,+12,1
Dwyane Wade,27:11,8,14,.571,0,0,nan,8,11,.727,2,1,3,4,2,2,1,2,24,+16,1
Chris Bosh,27:09,6,10,.600,1,1,1.000,2,3,.667,2,1,3,1,1,2,3,3,15,+8,1
Mario Chalmers,22:59,4,7,.571,4,6,.667,0,0,nan,0,0,0,0,3,1,1,2,12,+10,1
Udonis Haslem,18:07,0,2,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,3,0,+3,1
Shane Battier,29:18,3,8,.375,3,7,.429,0,0,nan,0,5,5,0,1,1,1,3,9,+8,1
Norris Cole,25:01,3,6,.500,1,2,.500,1,1,1.000,0,2,2,4,2,2,0,2,8,+1,1
Ray Allen,20:49,2,7,.286,1,2,.500,3,3,1.000,2,0,2,2,2,0,2,1,8,-5,1
Joel Anthony,20:12,1,3,.333,0,0,nan,0,0,nan,0,1,1,1,0,2,0,2,2,+3,1
Mike Miller,7:15,1,2,.500,1,2,.500,0,0,nan,0,2,2,1,0,0,0,0,3,-1,1
240,37,86,.430,4,17,.235,14,19,.737,18,35,53,18,5,1,19,21,92,nan,240,1
