Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:19,8,28,.286,1,6,.167,11,16,.688,3,11,14,7,1,1,8,4,28,+2,0
Mo Williams,40:02,9,16,.563,5,10,.500,3,3,1.000,1,2,3,3,2,0,3,3,26,-18,0
Anderson Varejao,38:30,2,7,.286,0,0,nan,0,0,nan,0,5,5,0,1,2,0,2,4,-15,0
Lorenzen Wright,21:48,2,3,.667,0,0,nan,3,6,.500,2,4,6,1,0,0,1,3,7,+14,0
Delonte West,10:31,5,7,.714,1,1,1.000,0,0,nan,0,3,3,2,0,0,0,0,11,+10,0
Daniel Gibson,39:02,4,11,.364,1,6,.167,0,0,nan,0,3,3,0,1,0,2,2,9,-16,0
Wally Szczerbiak,29:38,1,3,.333,1,1,1.000,0,0,nan,1,4,5,1,0,0,0,0,3,-7,0
J.J. Hickson,18:20,0,1,.000,0,0,nan,0,0,nan,0,2,2,1,0,1,1,3,0,-16,0
Sasha Pavlovic,18:13,1,2,.500,1,2,.500,0,0,nan,1,2,3,1,0,0,1,6,3,+3,0
Darnell Jackson,4:18,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-1,0
Tarence Kinsey,0:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Team Totals,265,33,79,.418,10,26,.385,17,25,.680,8,36,44,16,5,4,16,23,93,nan,0
Derrick Rose,44:12,6,20,.300,0,0,nan,4,6,.667,0,3,3,6,0,1,1,1,16,-8,1
Luol Deng,39:43,8,12,.667,2,2,1.000,4,6,.667,1,7,8,3,4,1,4,3,22,-12,1
Tyrus Thomas,36:54,5,10,.500,0,1,.000,5,7,.714,1,6,7,2,0,4,2,5,15,+4,1
Ben Gordon,31:32,2,6,.333,0,1,.000,1,1,1.000,1,3,4,3,0,1,3,2,5,+4,1
Joakim Noah,13:23,2,4,.500,0,0,nan,0,0,nan,1,2,3,1,0,0,1,2,4,-12,1
Andres Nocioni,37:38,4,10,.400,0,3,.000,3,3,1.000,1,5,6,0,2,0,1,4,11,+14,1
Kirk Hinrich,30:22,4,6,.667,3,4,.750,1,2,.500,1,2,3,5,2,0,1,2,12,+24,1
Drew Gooden,17:48,5,10,.500,0,0,nan,1,1,1.000,4,2,6,2,0,0,0,0,11,+12,1
Thabo Sefolosha,13:28,2,7,.286,2,2,1.000,0,0,nan,0,3,3,0,0,0,1,1,6,+19,1
265,33,79,.418,10,26,.385,17,25,.680,8,36,44,16,5,4,16,23,93,nan,265,1
