Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,30:46,6,11,.545,1,3,.333,5,6,.833,0,3,3,8,0,0,4,3,18,-10,0
Kevin Love,27:27,7,12,.583,5,6,.833,7,7,1.000,1,10,11,1,1,0,2,1,26,-12,0
J.R. Smith,22:39,1,4,.250,1,3,.333,0,0,nan,1,1,2,2,1,0,2,1,3,-7,0
Tristan Thompson,22:22,3,6,.500,0,0,nan,1,2,.500,2,2,4,0,0,0,0,3,7,-9,0
Iman Shumpert,20:49,2,3,.667,1,2,.500,0,0,nan,0,2,2,1,0,0,4,1,5,-4,0
Dwyane Wade,23:20,7,12,.583,1,2,.500,0,1,.000,0,0,0,4,1,0,2,2,15,-8,0
Kyle Korver,22:32,3,5,.600,2,4,.500,0,0,nan,0,0,0,0,1,1,0,3,8,-10,0
Jae Crowder,20:51,2,7,.286,1,5,.200,0,2,.000,1,3,4,2,2,0,1,0,5,-14,0
Jeff Green,16:15,3,8,.375,0,3,.000,1,1,1.000,0,3,3,1,0,0,2,1,7,-18,0
Channing Frye,16:15,0,4,.000,0,3,.000,2,2,1.000,0,2,2,0,2,0,0,3,2,0,0
Cedi Osman,5:36,2,3,.667,0,1,.000,0,0,nan,0,3,3,0,0,0,0,0,4,-6,0
Jose Calderon,5:36,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-6,0
Ante Zizic,5:32,0,2,.000,0,0,nan,1,2,.500,0,2,2,0,0,1,1,1,1,-6,0
Team Totals,240,36,78,.462,12,32,.375,17,23,.739,5,32,37,19,8,2,18,19,101,nan,0
Jrue Holiday,36:52,12,17,.706,4,6,.667,1,1,1.000,0,4,4,7,1,0,1,1,29,+19,1
Anthony Davis,36:23,11,22,.500,2,4,.500,6,6,1.000,4,10,14,2,1,3,0,5,30,+24,1
E'Twaun Moore,33:12,10,13,.769,4,6,.667,0,0,nan,0,2,2,2,0,0,2,2,24,+13,1
DeMarcus Cousins,32:29,11,20,.550,2,6,.333,5,5,1.000,1,11,12,10,3,0,1,2,29,+23,1
Dante Cunningham,31:27,1,2,.500,0,1,.000,0,2,.000,2,2,4,2,2,1,0,2,2,+16,1
Ian Clark,21:26,1,5,.200,1,3,.333,0,0,nan,0,2,2,3,0,0,1,1,3,+15,1
Jameer Nelson,18:51,0,2,.000,0,2,.000,0,0,nan,0,3,3,6,1,0,4,1,0,+10,1
Josh Smith,6:56,1,3,.333,0,0,nan,0,0,nan,3,1,4,0,0,0,0,2,2,-3,1
Cheick Diallo,6:47,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,0,1,3,0,+1,1
Tony Allen,5:41,1,2,.500,0,1,.000,0,2,.000,0,0,0,0,0,0,1,1,2,-9,1
Darius Miller,4:04,0,3,.000,0,2,.000,0,0,nan,0,0,0,0,1,0,0,0,0,-1,1
Charles Cooke,2:56,1,4,.250,0,2,.000,0,0,nan,0,0,0,0,1,0,0,0,2,+1,1
Jalen Jones,2:56,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+1,1
240,36,78,.462,12,32,.375,17,23,.739,5,32,37,19,8,2,18,19,101,nan,240,1
