Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LaMarcus Aldridge,41:23,11,20,.550,0,0,nan,4,4,1.000,3,1,4,1,0,1,0,1,26,+16,0
Andre Miller,32:20,6,8,.750,0,0,nan,2,2,1.000,0,3,3,5,1,0,1,2,14,+6,0
Wesley Matthews,30:12,3,7,.429,2,3,.667,2,2,1.000,0,3,3,5,0,0,2,4,10,+2,0
Nicolas Batum,21:49,4,5,.800,0,1,.000,3,3,1.000,1,3,4,1,2,0,2,1,11,+3,0
Marcus Camby,19:51,1,6,.167,0,0,nan,1,1,1.000,6,2,8,1,0,1,2,3,3,-7,0
Gerald Wallace,34:31,8,14,.571,1,4,.250,5,6,.833,1,8,9,1,2,1,0,3,22,+7,0
Brandon Roy,23:08,5,8,.625,3,3,1.000,1,1,1.000,0,0,0,1,0,0,0,2,14,+14,0
Rudy Fernandez,21:21,1,6,.167,1,4,.250,0,0,nan,1,1,2,2,2,0,2,0,3,+3,0
Patty Mills,15:25,1,5,.200,0,2,.000,0,0,nan,0,1,1,4,1,0,0,0,2,+1,0
Team Totals,240,40,79,.506,7,17,.412,18,19,.947,12,22,34,21,8,3,9,16,105,nan,0
LeBron James,45:32,14,20,.700,2,4,.500,1,4,.250,1,10,11,8,1,0,4,3,31,-2,1
Dwyane Wade,42:38,12,21,.571,2,8,.250,12,13,.923,1,5,6,5,1,2,3,4,38,-12,1
Chris Bosh,40:09,3,11,.273,0,0,nan,1,1,1.000,1,3,4,0,1,0,2,2,7,-15,1
Mario Chalmers,34:57,4,7,.571,1,4,.250,1,1,1.000,0,1,1,4,2,0,2,2,10,-5,1
Erick Dampier,12:36,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,0,2,2,0,1
Mike Miller,24:20,1,7,.143,0,2,.000,0,0,nan,1,3,4,2,1,0,0,3,2,-5,1
Mike Bibby,21:28,2,4,.500,2,4,.500,0,0,nan,0,1,1,0,0,0,1,3,6,-6,1
Joel Anthony,13:29,0,0,nan,0,0,nan,0,0,nan,1,1,2,0,0,0,1,2,0,-3,1
Zydrunas Ilgauskas,3:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,+1,1
James Jones,1:31,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
240,40,79,.506,7,17,.412,18,19,.947,12,22,34,21,8,3,9,16,105,nan,240,1
