Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
DeMar DeRozan,33:03,5,11,.455,0,0,nan,3,4,.750,1,4,5,1,0,0,2,4,13,-29,0
Kyle Lowry,29:30,2,7,.286,1,4,.250,0,0,nan,0,4,4,10,0,0,0,2,5,-23,0
C.J. Miles,23:02,5,11,.455,0,2,.000,3,4,.750,2,1,3,1,2,0,2,4,13,-15,0
OG Anunoby,20:19,1,3,.333,0,1,.000,0,0,nan,1,1,2,1,0,0,2,3,2,-23,0
Serge Ibaka,18:26,5,8,.625,2,3,.667,0,0,nan,1,0,1,0,0,1,3,2,12,-12,0
Pascal Siakam,27:35,3,4,.750,0,0,nan,3,3,1.000,0,2,2,2,0,0,0,2,9,-14,0
Fred VanVleet,20:30,2,5,.400,1,3,.333,0,0,nan,0,2,2,1,0,0,1,1,5,-14,0
Delon Wright,17:59,4,7,.571,0,1,.000,2,2,1.000,0,2,2,1,1,0,0,1,10,-10,0
Jonas Valanciunas,15:43,7,14,.500,0,0,nan,4,6,.667,3,2,5,2,0,3,1,2,18,-6,0
Norman Powell,12:24,2,5,.400,0,1,.000,1,2,.500,0,1,1,0,0,0,0,1,5,-7,0
Jakob Poeltl,12:00,0,3,.000,0,0,nan,0,0,nan,1,1,2,0,0,1,1,1,0,-7,0
Lorenzo Brown,7:38,0,1,.000,0,0,nan,1,2,.500,0,3,3,0,0,0,0,0,1,-5,0
Lucas Nogueira,1:51,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-10,0
Team Totals,240,36,79,.456,4,15,.267,17,23,.739,9,23,32,19,3,5,13,24,93,nan,0
LeBron James,38:24,12,19,.632,0,3,.000,5,8,.625,0,8,8,11,2,1,2,2,29,+28,1
Kevin Love,30:25,8,13,.615,2,4,.500,5,6,.833,0,6,6,0,2,2,2,3,23,+31,1
George Hill,29:01,5,8,.625,0,1,.000,2,2,1.000,0,3,3,5,0,0,1,3,12,+24,1
J.R. Smith,28:30,6,6,1.000,3,3,1.000,0,0,nan,0,2,2,3,2,0,0,1,15,+22,1
Kyle Korver,27:29,6,8,.750,4,5,.800,0,0,nan,0,2,2,2,1,0,1,4,16,+26,1
Cedi Osman,20:31,2,5,.400,1,3,.333,0,0,nan,1,1,2,2,0,0,0,2,5,+9,1
Jordan Clarkson,18:59,2,8,.250,0,1,.000,1,1,1.000,1,2,3,2,2,0,4,2,5,+11,1
Jeff Green,16:06,3,7,.429,2,6,.333,0,0,nan,0,4,4,1,0,0,0,1,8,+6,1
Tristan Thompson,13:48,2,3,.667,0,0,nan,1,1,1.000,2,0,2,2,0,0,0,1,5,-2,1
Jose Calderon,7:38,0,0,nan,0,0,nan,2,2,1.000,0,1,1,1,0,0,0,1,2,+5,1
Larry Nance,5:40,4,4,1.000,0,0,nan,0,0,nan,2,1,3,0,0,2,0,1,8,+10,1
Ante Zizic,3:29,0,3,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+5,1
Rodney Hood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,79,.456,4,15,.267,17,23,.739,9,23,32,19,3,5,13,24,93,nan,240,1
