Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:00,6,18,.333,1,4,.250,7,10,.700,2,6,8,2,1,0,6,1,20,-32,0
Tristan Thompson,29:39,2,3,.667,0,0,nan,2,2,1.000,2,3,5,0,0,3,1,2,6,-28,0
Iman Shumpert,29:38,5,10,.500,2,5,.400,3,4,.750,0,9,9,0,3,0,1,0,15,-23,0
Kyrie Irving,29:09,6,19,.316,1,5,.200,4,5,.800,0,2,2,2,1,1,6,3,17,-12,0
Kevin Love,16:10,1,6,.167,0,2,.000,1,1,1.000,2,1,3,1,0,0,0,2,3,-23,0
Kyle Korver,27:09,4,10,.400,3,8,.375,0,0,nan,0,2,2,0,0,0,0,2,11,-12,0
Richard Jefferson,20:25,3,8,.375,2,5,.400,3,5,.600,0,2,2,1,1,0,1,3,11,-8,0
DeAndre Liggins,16:44,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,1,0,0,5,0,-17,0
Channing Frye,16:09,0,3,.000,0,2,.000,0,0,nan,0,2,2,2,0,0,0,0,0,-17,0
Jordan McRae,6:39,3,4,.750,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,6,-1,0
Kay Felder,6:39,1,6,.167,0,2,.000,0,0,nan,0,0,0,3,0,0,0,1,2,-1,0
James Jones,6:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,0
Team Totals,240,31,88,.352,9,34,.265,20,27,.741,7,28,35,11,7,4,15,21,91,nan,0
Draymond Green,34:46,4,6,.667,0,0,nan,3,4,.750,2,11,13,11,1,5,0,1,11,+43,1
Klay Thompson,31:15,8,17,.471,5,11,.455,5,5,1.000,0,4,4,0,0,1,2,5,26,+41,1
Stephen Curry,30:55,7,20,.350,5,12,.417,1,2,.500,0,2,2,11,4,0,3,2,20,+23,1
Kevin Durant,28:40,9,16,.563,3,7,.429,0,0,nan,1,5,6,5,2,3,1,0,21,+21,1
Zaza Pachulia,20:35,2,7,.286,0,0,nan,0,0,nan,3,10,13,1,1,0,1,3,4,+24,1
Andre Iguodala,24:30,5,5,1.000,2,2,1.000,2,2,1.000,1,2,3,5,0,1,1,0,14,+16,1
Shaun Livingston,15:26,6,7,.857,0,0,nan,1,1,1.000,0,2,2,1,0,0,1,4,13,+13,1
David West,14:31,3,4,.750,0,0,nan,0,0,nan,0,2,2,3,1,0,1,2,6,+16,1
Ian Clark,11:54,0,3,.000,0,2,.000,2,4,.500,0,3,3,0,1,0,2,0,2,-10,1
Kevon Looney,9:06,0,2,.000,0,0,nan,3,4,.750,4,1,5,0,0,0,1,1,3,-10,1
JaVale McGee,8:59,2,3,.667,0,0,nan,0,0,nan,0,3,3,0,0,1,2,3,4,+4,1
Patrick McCaw,4:41,0,0,nan,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,0,2,-3,1
James Michael McAdoo,4:41,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,1,0,-3,1
240,31,88,.352,9,34,.265,20,27,.741,7,28,35,11,7,4,15,21,91,nan,240,1
