Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Anthony Parker,32:21,3,7,.429,2,3,.667,0,0,nan,0,6,6,2,0,0,1,2,8,+12,0
LeBron James,32:18,4,10,.400,0,0,nan,6,7,.857,1,4,5,10,1,1,5,2,14,+8,0
Mo Williams,28:40,4,9,.444,3,4,.750,2,3,.667,0,1,1,1,0,0,0,2,13,0,0
J.J. Hickson,25:12,5,11,.455,0,0,nan,1,1,1.000,2,6,8,0,1,1,1,1,11,-7,0
Shaquille O'Neal,15:16,5,9,.556,0,0,nan,0,0,nan,0,1,1,0,0,0,4,4,10,-18,0
Anderson Varejao,29:26,1,3,.333,0,0,nan,3,3,1.000,1,11,12,3,3,1,1,3,5,+31,0
Delonte West,24:07,6,9,.667,0,0,nan,9,9,1.000,2,2,4,3,2,1,2,2,21,+24,0
Daniel Gibson,22:38,2,5,.400,0,2,.000,4,4,1.000,0,3,3,1,1,0,1,0,8,+11,0
Zydrunas Ilgauskas,19:56,4,10,.400,0,0,nan,0,0,nan,1,5,6,0,0,2,0,2,8,+31,0
Darnell Jackson,3:58,0,0,nan,0,0,nan,0,0,nan,1,1,2,1,0,0,0,0,0,-5,0
Danny Green,3:53,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,1,3,-7,0
Coby Karl,2:15,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,3,0,0,-5,0
Team Totals,240,35,74,.473,6,10,.600,25,27,.926,8,40,48,21,8,6,18,19,101,nan,0
Brandon Jennings,39:40,9,22,.409,0,2,.000,6,6,1.000,0,4,4,4,0,0,3,1,24,-10,1
Andrew Bogut,31:36,3,11,.273,0,0,nan,1,2,.500,4,4,8,1,0,2,1,4,7,-9,1
Carlos Delfino,30:42,5,13,.385,1,6,.167,0,0,nan,1,3,4,2,0,0,4,0,11,-17,1
Ersan Ilyasova,28:43,4,10,.400,0,4,.000,0,1,.000,1,8,9,0,2,0,0,2,8,+1,1
Luc Mbah a Moute,22:57,3,4,.750,0,1,.000,0,0,nan,2,1,3,1,2,0,0,1,6,+5,1
Hakim Warrick,21:25,4,9,.444,0,0,nan,3,5,.600,3,6,9,0,0,0,0,4,11,-25,1
Luke Ridnour,19:54,2,8,.250,1,3,.333,2,2,1.000,0,1,1,2,1,0,3,4,7,-12,1
Roko Ukic,15:00,3,4,.750,1,1,1.000,0,0,nan,0,0,0,1,0,0,0,2,7,+8,1
Jodie Meeks,9:51,2,6,.333,1,2,.500,0,0,nan,0,0,0,0,0,0,0,0,5,+8,1
Charlie Bell,9:14,0,3,.000,0,1,.000,0,0,nan,0,0,0,0,0,1,1,1,0,-22,1
Dan Gadzuric,7:10,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,1,1,0,1,0,+12,1
Kurt Thomas,3:48,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-14,1
240,35,74,.473,6,10,.600,25,27,.926,8,40,48,21,8,6,18,19,101,nan,240,1
