Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:03,7,18,.389,2,7,.286,4,7,.571,1,5,6,6,0,0,7,2,20,-1,0
Kevin Love,35:33,9,25,.360,6,11,.545,7,7,1.000,7,11,18,0,2,0,4,3,31,-1,0
J.R. Smith,30:55,0,5,.000,0,4,.000,2,2,1.000,2,2,4,1,2,0,1,2,2,-5,0
Jae Crowder,28:49,5,10,.500,3,5,.600,2,2,1.000,4,2,6,0,1,0,0,4,15,-1,0
Jose Calderon,17:14,1,4,.250,1,2,.500,0,0,nan,2,0,2,1,0,0,0,3,3,+1,0
Dwyane Wade,29:18,4,11,.364,1,4,.250,4,5,.800,1,4,5,4,3,0,0,0,13,-9,0
Kyle Korver,21:05,1,3,.333,1,2,.500,0,0,nan,0,3,3,0,0,0,1,2,3,-5,0
Jeff Green,19:37,1,6,.167,1,1,1.000,0,0,nan,0,0,0,0,0,0,1,3,3,-6,0
Tristan Thompson,11:42,0,4,.000,0,0,nan,2,2,1.000,2,4,6,0,0,0,0,0,2,-4,0
Cedi Osman,5:44,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Isaiah Thomas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,28,88,.318,15,36,.417,21,25,.840,19,31,50,12,8,0,14,19,92,nan,0
Draymond Green,40:22,5,11,.455,2,8,.250,0,1,.000,1,11,12,11,2,1,4,1,12,+5,1
Kevin Durant,36:55,8,19,.421,3,9,.333,6,7,.857,2,5,7,3,2,5,4,3,25,+4,1
Klay Thompson,35:43,8,15,.533,4,7,.571,4,4,1.000,0,6,6,2,0,0,0,1,24,+2,1
Jordan Bell,26:27,4,7,.571,0,1,.000,0,0,nan,3,4,7,3,1,0,1,2,8,+3,1
Patrick McCaw,23:40,4,10,.400,1,5,.200,0,1,.000,0,1,1,2,1,0,2,2,9,-8,1
Andre Iguodala,24:00,4,8,.500,0,4,.000,1,2,.500,2,4,6,1,0,1,1,1,9,+12,1
Shaun Livingston,13:40,2,3,.667,0,0,nan,0,0,nan,0,0,0,3,1,0,1,4,4,+2,1
David West,13:23,0,2,.000,0,0,nan,0,0,nan,1,3,4,2,0,0,2,3,0,+4,1
Omri Casspi,11:47,2,3,.667,0,0,nan,2,2,1.000,0,2,2,0,0,0,0,1,6,+6,1
Nick Young,11:13,0,3,.000,0,3,.000,0,0,nan,0,1,1,0,0,0,0,0,0,+6,1
Kevon Looney,2:50,1,1,1.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,2,-1,1
Zaza Pachulia,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
JaVale McGee,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,28,88,.318,15,36,.417,21,25,.840,19,31,50,12,8,0,14,19,92,nan,240,1
