Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:00,10,23,.435,0,3,.000,1,2,.500,0,2,2,5,0,0,2,3,21,-2,0
Eric Williams,33:00,2,8,.250,0,1,.000,0,0,nan,1,1,2,3,2,1,1,1,4,-1,0
Zydrunas Ilgauskas,30:00,5,15,.333,0,0,nan,2,4,.500,5,7,12,1,0,0,2,4,12,0,0
Kedrick Brown,28:00,2,5,.400,1,2,.500,0,0,nan,2,4,6,0,2,0,1,1,5,-3,0
Carlos Boozer,23:00,3,11,.273,0,0,nan,2,2,1.000,4,2,6,0,1,0,2,3,8,+1,0
Darius Miles,25:00,3,5,.600,0,0,nan,0,0,nan,2,5,7,0,0,0,3,1,6,-8,0
Tony Battie,21:00,2,6,.333,0,0,nan,3,4,.750,2,5,7,0,0,0,0,3,7,-10,0
DeSagana Diop,14:00,2,4,.500,0,0,nan,0,0,nan,3,4,7,0,1,0,0,3,4,-1,0
Kevin Ollie,14:00,1,4,.250,0,0,nan,0,0,nan,0,1,1,2,2,0,0,0,2,-5,0
Dajuan Wagner,8:00,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,1,1,0,0,+1,0
J.R. Bremer,6:00,0,1,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,0,0,0,-2,0
Team Totals,240,30,84,.357,1,8,.125,8,12,.667,19,31,50,12,8,2,12,19,69,nan,0
Donyell Marshall,42:00,5,17,.294,3,6,.500,1,3,.333,5,8,13,2,2,2,2,3,14,+4,1
Jalen Rose,38:00,5,14,.357,0,5,.000,2,2,1.000,1,3,4,4,1,0,2,2,12,-1,1
Alvin Williams,35:00,1,5,.200,1,3,.333,2,2,1.000,1,5,6,3,1,0,2,1,5,+4,1
Vince Carter,34:00,6,19,.316,1,3,.333,1,2,.500,1,3,4,5,1,1,4,4,14,+3,1
Chris Bosh,24:00,3,5,.600,0,1,.000,2,4,.500,2,4,6,1,0,1,1,0,8,-7,1
Morris Peterson,24:00,4,6,.667,1,2,.500,0,1,.000,0,1,1,2,0,0,0,4,9,+11,1
Lonny Baxter,23:00,6,11,.545,0,0,nan,1,2,.500,5,4,9,1,3,1,1,0,13,+6,1
Michael Curry,19:00,0,4,.000,0,0,nan,0,0,nan,1,3,4,0,0,1,1,0,0,+10,1
Robert Archibald,1:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,0,1
240,30,84,.357,1,8,.125,8,12,.667,19,31,50,12,8,2,12,19,69,nan,240,1
