Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,36:21,3,11,.273,0,4,.000,0,0,nan,0,11,11,1,2,2,0,1,6,+5,0
Dwyane Wade,32:02,7,17,.412,0,1,.000,3,3,1.000,2,1,3,5,1,1,3,1,17,-21,0
Michael Beasley,28:09,5,11,.455,0,0,nan,2,3,.667,1,3,4,4,1,0,4,1,12,-2,0
Udonis Haslem,27:04,7,8,.875,0,0,nan,0,0,nan,1,4,5,3,0,2,1,4,14,-3,0
Mario Chalmers,24:32,3,6,.500,1,3,.333,0,0,nan,0,2,2,11,0,0,3,5,7,+12,0
Ray Allen,31:56,5,11,.455,1,4,.250,3,4,.750,0,1,1,1,2,0,0,0,14,+3,0
Norris Cole,26:00,4,7,.571,2,2,1.000,0,0,nan,1,2,3,4,1,0,1,2,10,-12,0
Chris Andersen,20:07,6,7,.857,0,0,nan,4,5,.800,6,2,8,0,0,0,0,0,16,-3,0
Shane Battier,13:49,0,3,.000,0,3,.000,0,0,nan,0,0,0,0,2,0,0,1,0,-4,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Justin Hamilton,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Rashard Lewis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Toney Douglas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,40,81,.494,4,17,.235,12,15,.800,11,26,37,29,9,5,12,15,96,nan,0
Avery Bradley,40:30,8,13,.615,6,9,.667,1,1,1.000,1,3,4,1,0,0,3,1,23,+12,1
Rajon Rondo,38:47,4,8,.500,0,2,.000,1,2,.500,0,10,10,15,0,0,4,5,9,-2,1
Jeff Green,31:23,5,13,.385,3,7,.429,0,0,nan,1,3,4,3,0,0,2,1,13,+6,1
Brandon Bass,29:46,8,12,.667,0,0,nan,2,2,1.000,3,1,4,0,1,0,0,0,18,0,1
Kris Humphries,14:33,2,4,.500,0,0,nan,3,4,.750,1,1,2,1,0,0,0,2,7,0,1
Jared Sullinger,31:04,5,14,.357,2,5,.400,2,2,1.000,3,1,4,3,0,1,0,3,14,+11,1
Jerryd Bayless,25:58,3,6,.500,1,3,.333,0,0,nan,0,2,2,5,0,1,2,3,7,-2,1
Kelly Olynyk,20:21,4,6,.667,1,1,1.000,1,1,1.000,0,5,5,1,0,0,1,2,10,0,1
Chris Johnson,7:22,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,1,1,0,+1,1
Joel Anthony,0:16,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
Phil Pressey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Chris Babb,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,81,.494,4,17,.235,12,15,.800,11,26,37,29,9,5,12,15,96,nan,240,1
