Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,37:42,7,13,.538,0,2,.000,10,10,1.000,3,2,5,2,3,1,2,2,24,+7,0
LeBron James,35:40,10,17,.588,0,2,.000,1,3,.333,2,9,11,9,1,0,2,2,21,0,0
Mike Miller,30:47,1,4,.250,1,4,.250,1,1,1.000,2,4,6,2,0,0,1,2,4,+4,0
Mario Chalmers,26:39,5,10,.500,2,4,.500,0,0,nan,0,1,1,3,1,0,0,2,12,0,0
Shane Battier,20:20,1,4,.250,0,2,.000,0,0,nan,0,0,0,0,1,1,1,4,2,+5,0
Ray Allen,24:03,6,12,.500,3,5,.600,2,2,1.000,0,1,1,1,0,0,2,4,17,+2,0
Udonis Haslem,23:57,1,3,.333,0,0,nan,0,0,nan,1,9,10,0,0,0,2,1,2,+4,0
Rashard Lewis,20:33,3,6,.500,1,1,1.000,0,0,nan,0,0,0,1,1,0,4,4,7,+6,0
Norris Cole,20:20,3,7,.429,0,2,.000,0,0,nan,0,2,2,4,1,0,0,1,6,+2,0
Team Totals,240,37,76,.487,7,22,.318,14,16,.875,8,28,36,22,8,2,14,22,95,nan,0
Josh Smith,36:02,6,19,.316,0,2,.000,1,5,.200,3,5,8,0,2,2,3,2,13,-3,1
Al Horford,34:59,5,9,.556,0,0,nan,0,0,nan,1,6,7,2,0,2,0,1,10,-12,1
Kyle Korver,30:08,4,10,.400,3,7,.429,0,0,nan,1,1,2,0,1,0,1,5,11,-1,1
Jeff Teague,27:20,7,8,.875,2,2,1.000,4,4,1.000,0,3,3,11,0,1,2,2,20,+3,1
DeShawn Stevenson,24:02,1,7,.143,1,5,.200,0,0,nan,0,1,1,0,0,0,0,0,3,+3,1
Devin Harris,19:37,1,3,.333,0,1,.000,2,2,1.000,0,2,2,3,0,0,2,1,4,-10,1
Lou Williams,19:25,0,6,.000,0,3,.000,2,2,1.000,0,3,3,3,0,0,2,0,2,-9,1
Anthony Morrow,15:29,6,11,.545,2,2,1.000,3,3,1.000,1,0,1,0,0,0,0,2,17,+5,1
Anthony Tolliver,13:53,2,3,.667,1,2,.500,0,0,nan,0,3,3,0,1,0,2,1,5,-2,1
Zaza Pachulia,13:41,1,3,.333,0,1,.000,0,0,nan,0,4,4,1,0,0,1,2,2,-4,1
Ivan Johnson,5:24,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,2,0,1
240,37,76,.487,7,22,.318,14,16,.875,8,28,36,22,8,2,14,22,95,nan,240,1
