Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Mario Chalmers,43:42,5,11,.455,1,2,.500,3,6,.500,0,1,1,6,1,0,1,3,14,-2,0
LeBron James,43:18,16,26,.615,1,4,.250,1,5,.200,0,8,8,5,2,2,3,4,34,-6,0
Dwyane Wade,41:36,9,20,.450,0,0,nan,0,0,nan,2,2,4,4,1,2,3,4,18,-8,0
Shane Battier,38:10,0,6,.000,0,4,.000,0,0,nan,0,3,3,4,0,0,1,3,0,-1,0
Ronny Turiaf,8:58,1,1,1.000,0,0,nan,1,2,.500,1,2,3,0,0,0,1,2,3,-4,0
Mike Miller,20:33,4,8,.500,3,6,.500,0,1,.000,1,5,6,0,0,0,0,2,11,0,0
Udonis Haslem,16:25,1,2,.500,0,0,nan,1,2,.500,2,4,6,0,0,1,0,2,3,-12,0
Joel Anthony,11:39,1,1,1.000,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,2,4,-9,0
James Jones,10:15,1,2,.500,0,1,.000,2,2,1.000,0,1,1,0,1,0,1,1,4,-11,0
Norris Cole,2:36,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,-3,0
Dexter Pittman,0:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Juwan Howard,0:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Terrel Harris,0:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,38,77,.494,5,17,.294,10,20,.500,6,26,32,20,5,5,10,24,91,nan,0
Rajon Rondo,42:41,9,16,.563,0,2,.000,3,5,.600,2,4,6,10,1,0,2,2,21,+5,1
Paul Pierce,40:31,7,21,.333,2,6,.333,7,7,1.000,2,2,4,4,1,2,3,3,23,+10,1
Ray Allen,37:55,4,8,.500,2,5,.400,0,0,nan,0,5,5,0,0,0,0,4,10,+4,1
Kevin Garnett,33:49,10,16,.625,0,0,nan,4,6,.667,3,8,11,0,0,1,4,4,24,+27,1
Brandon Bass,16:46,1,3,.333,0,0,nan,2,2,1.000,1,3,4,1,0,0,1,5,4,-8,1
Keyon Dooling,19:47,3,4,.750,1,2,.500,0,0,nan,1,3,4,0,0,1,2,2,7,+10,1
Mickael Pietrus,19:31,0,2,.000,0,1,.000,2,2,1.000,1,3,4,0,1,0,0,1,2,-6,1
Marquis Daniels,17:19,4,6,.667,0,1,.000,1,2,.500,1,4,5,1,1,0,0,1,9,+16,1
Ryan Hollins,6:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,1
Greg Stiemsma,3:43,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,1,1,-3,1
Sasha Pavlovic,0:56,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,-2,1
E'Twaun Moore,0:55,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,38,77,.494,5,17,.294,10,20,.500,6,26,32,20,5,5,10,24,91,nan,240,1
