Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,31:11,7,17,.412,2,7,.286,1,1,1.000,0,2,2,5,1,0,2,3,17,+11,0
LeBron James,30:43,9,15,.600,3,4,.750,6,7,.857,1,5,6,5,1,0,2,2,27,+16,0
Kevin Love,24:32,5,11,.455,0,4,.000,2,4,.500,0,9,9,1,0,0,0,0,12,+1,0
J.R. Smith,23:19,6,9,.667,5,8,.625,0,0,nan,0,1,1,1,0,0,0,3,17,+11,0
Timofey Mozgov,14:18,1,4,.250,0,0,nan,0,0,nan,0,3,3,1,1,0,1,1,2,-12,0
Iman Shumpert,26:30,2,4,.500,0,2,.000,0,0,nan,1,6,7,1,0,0,0,1,4,+17,0
Tristan Thompson,26:20,3,6,.500,0,0,nan,4,6,.667,6,5,11,2,0,2,0,1,10,+23,0
Matthew Dellavedova,22:46,2,5,.400,2,2,1.000,1,2,.500,0,2,2,4,0,0,1,3,7,+25,0
Channing Frye,20:11,5,8,.625,5,7,.714,0,0,nan,0,5,5,2,0,0,1,3,15,+22,0
Richard Jefferson,11:28,0,2,.000,0,2,.000,0,0,nan,0,0,0,0,0,1,0,1,0,+5,0
James Jones,3:17,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,+1,0
Jordan McRae,3:17,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,1,0,1,0,+1,0
Sasha Kaun,2:08,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,1,0,0,-1,0
Team Totals,240,41,84,.488,18,37,.486,14,20,.700,9,40,49,23,3,4,8,19,114,nan,0
DeAndre Jordan,32:19,4,4,1.000,0,0,nan,3,4,.750,2,9,11,1,0,1,1,3,11,-14,1
Chris Paul,29:48,5,11,.455,3,6,.500,4,4,1.000,0,5,5,10,2,0,4,2,17,-8,1
Jeff Green,27:20,2,10,.200,0,4,.000,3,5,.600,1,2,3,5,0,0,0,4,7,+11,1
J.J. Redick,23:41,7,11,.636,2,5,.400,3,3,1.000,0,3,3,1,1,0,1,3,19,-1,1
Luc Mbah a Moute,21:58,1,5,.200,0,1,.000,0,0,nan,0,1,1,0,2,1,0,1,2,-10,1
Wesley Johnson,28:21,4,13,.308,2,6,.333,1,1,1.000,0,5,5,0,0,0,1,3,11,-26,1
Jamal Crawford,25:20,3,11,.273,2,6,.333,0,0,nan,0,1,1,1,0,0,2,2,8,-27,1
Austin Rivers,23:49,4,7,.571,1,2,.500,2,2,1.000,0,0,0,1,0,0,0,1,11,-24,1
Pablo Prigioni,15:41,0,3,.000,0,2,.000,0,0,nan,0,0,0,3,0,0,0,1,0,-10,1
Cole Aldrich,11:43,2,4,.500,0,0,nan,0,0,nan,2,3,5,1,0,2,1,3,4,-11,1
Paul Pierce,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,84,.488,18,37,.486,14,20,.700,9,40,49,23,3,4,8,19,114,nan,240,1
