Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:54,14,27,.519,0,0,nan,12,16,.750,6,12,18,9,2,2,5,1,40,+4,0
Dwyane Wade,40:48,13,23,.565,2,2,1.000,2,6,.333,1,8,9,6,1,2,0,1,30,+5,0
Mario Chalmers,33:07,3,9,.333,2,5,.400,0,0,nan,0,3,3,3,2,1,5,2,8,+17,0
Shane Battier,30:25,1,7,.143,1,3,.333,0,0,nan,4,0,4,0,0,1,1,3,3,-2,0
Ronny Turiaf,13:45,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,2,4,0,0,0
Udonis Haslem,25:05,5,6,.833,0,0,nan,4,4,1.000,1,3,4,0,0,0,0,3,14,+15,0
Joel Anthony,21:53,1,2,.500,0,0,nan,2,2,1.000,2,2,4,0,0,3,1,4,4,-1,0
Mike Miller,20:26,1,3,.333,0,1,.000,0,0,nan,0,3,3,2,1,0,1,3,2,+1,0
Norris Cole,8:19,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,2,0,0,3,0,0,0
James Jones,2:18,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Team Totals,240,38,80,.475,5,12,.417,20,28,.714,14,33,47,20,8,9,15,24,101,nan,0
Danny Granger,41:47,8,18,.444,4,9,.444,0,0,nan,1,4,5,3,0,0,1,2,20,-6,1
Paul George,36:15,4,11,.364,1,5,.200,4,4,1.000,1,5,6,5,3,0,1,2,13,-1,1
Roy Hibbert,31:33,4,9,.444,0,0,nan,2,4,.500,2,7,9,0,0,3,3,5,10,0,1
George Hill,30:18,2,9,.222,2,4,.500,2,2,1.000,0,1,1,4,2,1,2,2,8,+5,1
David West,27:59,3,8,.375,0,0,nan,2,2,1.000,3,3,6,3,1,0,1,5,8,-4,1
Darren Collison,20:05,6,7,.857,0,1,.000,4,6,.667,1,0,1,1,1,0,2,1,16,-10,1
Leandro Barbosa,18:41,3,10,.300,0,3,.000,2,2,1.000,0,2,2,0,0,0,1,4,8,-7,1
Lou Amundson,15:58,1,2,.500,0,0,nan,0,0,nan,0,7,7,1,0,1,2,3,2,-8,1
Tyler Hansbrough,14:13,2,5,.400,0,0,nan,4,4,1.000,0,1,1,0,0,1,2,2,8,-5,1
Dahntay Jones,3:11,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-4,1
240,38,80,.475,5,12,.417,20,28,.714,14,33,47,20,8,9,15,24,101,nan,240,1
