Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,30:32,11,20,.550,1,5,.200,2,3,.667,1,6,7,10,1,0,1,2,25,+33,0
Dwyane Wade,29:36,6,12,.500,0,1,.000,3,5,.600,2,6,8,6,5,1,0,1,15,+32,0
Mario Chalmers,26:30,5,11,.455,4,7,.571,1,2,.500,0,1,1,1,3,0,1,3,15,+24,0
Chris Bosh,26:19,5,14,.357,1,1,1.000,0,0,nan,2,4,6,1,1,1,3,3,11,+23,0
Udonis Haslem,23:38,3,4,.750,0,0,nan,0,0,nan,4,6,10,0,0,0,0,2,6,+26,0
Ray Allen,26:28,3,11,.273,2,7,.286,2,2,1.000,0,5,5,3,0,0,3,1,10,+17,0
Norris Cole,18:12,2,6,.333,0,0,nan,3,4,.750,0,1,1,0,0,0,1,4,7,-19,0
Joel Anthony,12:56,0,1,.000,0,0,nan,0,0,nan,3,2,5,2,1,2,0,0,0,-4,0
Rashard Lewis,12:00,1,3,.333,0,2,.000,1,2,.500,0,2,2,1,0,0,1,1,3,-13,0
Mike Miller,12:00,0,3,.000,0,3,.000,0,0,nan,1,2,3,0,0,0,0,2,0,-13,0
Shane Battier,10:09,0,3,.000,0,3,.000,0,0,nan,0,2,2,0,0,0,0,0,0,-1,0
James Jones,5:50,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-10,0
Jarvis Varnado,5:50,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,1,1,3,0,-10,0
Team Totals,240,36,90,.400,8,29,.276,12,18,.667,13,38,51,24,11,5,11,22,92,nan,0
David Lee,32:27,4,13,.308,0,1,.000,4,4,1.000,1,10,11,1,0,0,3,1,12,-25,1
Jarrett Jack,32:12,7,14,.500,0,0,nan,2,4,.500,1,2,3,2,1,0,5,2,16,-21,1
Klay Thompson,28:35,1,8,.125,0,4,.000,0,0,nan,0,2,2,3,0,0,4,3,2,-19,1
Harrison Barnes,22:42,3,12,.250,1,3,.333,2,2,1.000,3,3,6,3,0,0,1,3,9,+1,1
Festus Ezeli,8:13,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,1,0,-5,1
Draymond Green,29:21,3,5,.600,0,0,nan,3,4,.750,2,5,7,1,0,0,4,4,9,-15,1
Carl Landry,22:40,5,11,.455,0,0,nan,0,0,nan,3,8,11,0,1,0,1,2,10,-9,1
Charles Jenkins,21:40,1,4,.250,0,0,nan,0,0,nan,0,1,1,2,1,0,1,2,2,-8,1
Kent Bazemore,17:54,1,7,.143,1,3,.333,3,4,.750,1,3,4,5,1,0,1,1,6,+10,1
Richard Jefferson,11:03,3,4,.750,1,1,1.000,0,0,nan,0,2,2,0,0,0,1,0,7,+11,1
Jeremy Tyler,7:28,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,0,2,2,+9,1
Andris Biedrins,5:45,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,1,1,0,0,0,-14,1
240,36,90,.400,8,29,.276,12,18,.667,13,38,51,24,11,5,11,22,92,nan,240,1
