Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Michael Redd,35:00,7,20,.350,1,6,.167,11,13,.846,1,3,4,0,0,0,0,2,26,-9,0
Mo Williams,34:00,3,7,.429,0,1,.000,1,2,.500,0,2,2,8,0,1,3,3,7,-10,0
Zaza Pachulia,27:00,0,3,.000,0,0,nan,4,4,1.000,4,3,7,0,0,0,1,2,4,-3,0
Dan Gadzuric,26:00,4,4,1.000,0,0,nan,0,0,nan,1,7,8,1,0,0,1,2,8,+2,0
Desmond Mason,19:00,6,11,.545,0,0,nan,0,1,.000,1,0,1,0,0,0,2,2,12,-11,0
Toni Kukoc,25:00,2,6,.333,2,4,.500,0,0,nan,0,5,5,0,0,0,1,1,6,-22,0
Erick Strickland,24:00,2,5,.400,1,2,.500,2,2,1.000,0,1,1,1,0,0,0,3,7,-1,0
Calvin Booth,18:00,2,3,.667,0,0,nan,0,0,nan,2,3,5,0,0,1,0,1,4,-9,0
Marcus Fizer,16:00,3,7,.429,0,0,nan,1,2,.500,0,4,4,1,1,0,3,1,7,-11,0
Anthony Goldwire,14:00,0,3,.000,0,1,.000,0,0,nan,1,1,2,5,0,0,1,1,0,-7,0
Reece Gaines,2:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Team Totals,240,29,70,.414,4,14,.286,19,24,.792,10,29,39,16,1,2,12,18,81,nan,0
LeBron James,47:00,15,26,.577,7,13,.538,3,3,1.000,1,9,10,10,2,1,3,2,40,+13,1
Drew Gooden,45:00,12,21,.571,0,1,.000,0,0,nan,4,11,15,8,2,0,2,2,24,+17,1
Jeff McInnis,45:00,10,19,.526,1,2,.500,1,2,.500,1,2,3,5,0,0,0,1,22,+18,1
Robert Traylor,29:00,1,6,.167,0,1,.000,0,0,nan,4,1,5,0,1,1,1,5,2,+8,1
Ira Newble,16:00,1,3,.333,0,1,.000,0,0,nan,0,0,0,1,0,1,0,4,2,-2,1
Eric Snow,30:00,2,8,.250,0,0,nan,0,0,nan,1,2,3,4,1,0,0,2,4,+26,1
Anderson Varejao,22:00,2,5,.400,0,0,nan,0,2,.000,1,4,5,1,1,1,1,4,4,+9,1
Sasha Pavlovic,3:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,0,1
Lucious Harris,3:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,1
240,29,70,.414,4,14,.286,19,24,.792,10,29,39,16,1,2,12,18,81,nan,240,1
