Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ray Allen,44:15,6,14,.429,2,7,.286,0,0,nan,0,2,2,0,1,0,1,1,14,-9,0
Rajon Rondo,42:05,7,10,.700,1,1,1.000,12,14,.857,0,6,6,12,0,0,3,4,27,+1,0
Paul Pierce,39:05,5,17,.294,1,6,.167,2,2,1.000,2,0,2,3,3,0,4,3,13,-14,0
Kevin Garnett,38:31,9,20,.450,0,0,nan,0,0,nan,2,8,10,4,2,3,2,3,18,-6,0
Kendrick Perkins,32:04,4,7,.571,0,0,nan,1,2,.500,5,6,11,0,0,2,2,3,9,-3,0
Tony Allen,13:43,2,2,1.000,0,0,nan,1,1,1.000,1,1,2,0,0,1,0,3,5,-7,0
Rasheed Wallace,13:06,1,5,.200,0,1,.000,0,0,nan,0,2,2,1,0,0,1,3,2,-1,0
Glen Davis,11:47,2,5,.400,0,0,nan,1,2,.500,2,2,4,0,0,0,3,5,5,-9,0
Michael Finley,3:27,0,1,.000,0,1,.000,0,0,nan,0,2,2,0,0,0,0,0,0,+6,0
Marquis Daniels,1:57,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,36,81,.444,4,16,.250,17,21,.810,12,29,41,20,6,6,16,25,93,nan,0
LeBron James,43:12,12,24,.500,3,6,.500,8,11,.727,2,5,7,7,3,2,2,1,35,+7,1
Mo Williams,39:40,8,14,.571,0,3,.000,4,5,.800,0,5,5,6,1,0,1,3,20,+23,1
Antawn Jamison,36:51,2,6,.333,0,1,.000,3,6,.500,1,8,9,0,1,2,2,4,7,+11,1
Anthony Parker,25:33,1,3,.333,0,1,.000,0,0,nan,0,5,5,1,2,0,0,0,2,0,1
Shaquille O'Neal,19:52,4,12,.333,0,0,nan,3,4,.750,3,1,4,0,0,0,1,5,11,+1,1
Delonte West,27:26,4,6,.667,0,0,nan,0,0,nan,0,1,1,2,0,0,3,1,8,-4,1
Anderson Varejao,21:44,1,4,.250,0,0,nan,2,2,1.000,4,2,6,1,1,1,0,1,4,+3,1
J.J. Hickson,11:52,5,7,.714,0,0,nan,1,3,.333,0,2,2,0,0,0,1,0,11,+5,1
Jamario Moon,8:41,1,1,1.000,1,1,1.000,0,0,nan,1,1,2,1,0,0,0,0,3,-5,1
Zydrunas Ilgauskas,5:09,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-1,1
240,36,81,.444,4,16,.250,17,21,.810,12,29,41,20,6,6,16,25,93,nan,240,1
