Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Caron Butler,44:46,11,22,.500,4,8,.500,6,7,.857,4,5,9,5,2,0,3,4,32,+2,0
Antawn Jamison,41:07,3,10,.300,1,3,.333,1,4,.250,4,7,11,1,0,2,2,4,8,-3,0
Antonio Daniels,39:31,5,9,.556,0,0,nan,2,2,1.000,0,5,5,2,1,1,1,1,12,+1,0
DeShawn Stevenson,36:13,5,14,.357,2,7,.286,5,6,.833,0,5,5,2,1,0,3,2,17,0,0
Brendan Haywood,30:54,1,6,.167,0,0,nan,2,2,1.000,2,3,5,0,1,0,1,6,4,+3,0
Roger Mason,20:16,4,8,.500,0,1,.000,0,0,nan,0,2,2,1,0,0,1,2,8,+1,0
Darius Songaila,15:56,2,5,.400,0,0,nan,2,2,1.000,0,1,1,1,0,0,1,5,6,+6,0
Andray Blatche,8:03,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,1,-4,0
Nick Young,3:14,0,2,.000,0,0,nan,0,0,nan,1,0,1,1,1,0,0,0,0,-1,0
Team Totals,240,31,76,.408,7,19,.368,19,25,.760,11,28,39,13,6,3,12,24,88,nan,0
LeBron James,44:05,8,21,.381,3,9,.333,15,18,.833,2,8,10,7,1,2,5,0,34,-3,1
Delonte West,36:38,4,11,.364,1,3,.333,3,3,1.000,1,4,5,8,1,0,0,3,12,-6,1
Zydrunas Ilgauskas,35:02,8,11,.727,0,0,nan,3,4,.750,5,1,6,0,2,2,1,4,19,+17,1
Ben Wallace,24:08,1,1,1.000,0,0,nan,0,2,.000,1,5,6,0,0,1,1,3,2,-2,1
Wally Szczerbiak,17:42,1,6,.167,1,3,.333,1,1,1.000,1,1,2,0,1,0,4,1,4,+2,1
Daniel Gibson,31:06,3,8,.375,3,7,.429,0,0,nan,0,4,4,3,0,0,2,3,9,-2,1
Joe Smith,20:17,0,6,.000,0,0,nan,1,2,.500,1,3,4,0,0,1,0,3,1,-8,1
Anderson Varejao,16:33,1,6,.167,0,0,nan,1,2,.500,1,2,3,0,0,1,0,2,3,-9,1
Devin Brown,14:29,1,5,.200,1,3,.333,0,0,nan,0,0,0,0,0,0,0,1,3,+6,1
240,31,76,.408,7,19,.368,19,25,.760,11,28,39,13,6,3,12,24,88,nan,240,1
