Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,35:16,9,21,.429,2,7,.286,4,5,.800,1,2,3,2,2,0,5,3,24,+10,0
Kevin Love,31:43,10,13,.769,2,4,.500,0,0,nan,1,9,10,4,1,2,5,0,22,+23,0
J.R. Smith,31:41,5,10,.500,3,7,.429,0,0,nan,0,2,2,6,2,1,0,2,13,+27,0
LeBron James,31:27,7,15,.467,3,5,.600,3,4,.750,0,8,8,5,0,0,1,2,20,+31,0
Timofey Mozgov,25:39,5,7,.714,0,0,nan,4,4,1.000,4,5,9,4,0,1,3,3,14,+22,0
Iman Shumpert,26:02,2,8,.250,1,5,.200,0,0,nan,0,3,3,3,1,1,0,1,5,-9,0
Tristan Thompson,20:12,1,1,1.000,0,0,nan,0,0,nan,3,8,11,1,0,0,1,3,2,+8,0
Matthew Dellavedova,16:52,3,5,.600,3,4,.750,0,0,nan,0,0,0,4,0,0,0,2,9,+11,0
Kendrick Perkins,8:08,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,2,0,2,-5,0
James Jones,6:25,0,2,.000,0,2,.000,0,0,nan,1,0,1,0,0,0,0,1,0,-1,0
Mike Miller,3:53,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-3,0
Shawn Marion,2:42,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,1,0,0,-4,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,43,84,.512,14,34,.412,11,13,.846,11,38,49,30,6,5,18,18,111,nan,0
Marc Gasol,27:26,7,15,.467,0,0,nan,4,6,.667,2,1,3,2,3,2,0,2,18,-20,1
Tony Allen,26:54,3,11,.273,1,1,1.000,0,0,nan,3,5,8,1,1,0,3,2,7,-26,1
Mike Conley,26:03,4,7,.571,2,3,.667,0,0,nan,0,1,1,5,0,1,3,1,10,-20,1
Zach Randolph,20:29,2,8,.250,0,1,.000,1,2,.500,0,3,3,1,0,0,0,0,5,-10,1
Courtney Lee,19:11,0,3,.000,0,3,.000,0,1,.000,0,1,1,1,1,0,0,3,0,-15,1
Jeff Green,26:05,4,11,.364,0,2,.000,3,4,.750,1,4,5,1,1,1,0,4,11,-14,1
Beno Udrih,21:38,7,10,.700,0,2,.000,1,1,1.000,0,2,2,1,0,0,2,0,15,+1,1
Nick Calathes,20:49,3,7,.429,0,2,.000,0,0,nan,0,3,3,5,1,0,0,1,6,-9,1
Kosta Koufos,16:41,4,4,1.000,0,0,nan,0,0,nan,1,2,3,0,1,1,0,0,8,-5,1
Jordan Adams,14:33,2,5,.400,1,2,.500,0,0,nan,1,1,2,1,1,0,0,0,5,+4,1
Vince Carter,10:37,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,1,0,2,0,-3,1
JaMychal Green,5:41,1,2,.500,0,0,nan,2,2,1.000,1,0,1,0,0,0,0,0,4,+4,1
Jon Leuer,3:53,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,1
240,43,84,.512,14,34,.412,11,13,.846,11,38,49,30,6,5,18,18,111,nan,240,1
