Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Stephen Jackson,33:00,8,16,.500,4,4,1.000,0,0,nan,2,1,3,5,1,1,2,3,20,-27,0
Jason Terry,33:00,6,17,.353,3,8,.375,0,0,nan,1,2,3,2,3,0,3,2,15,-6,0
Chris Crawford,32:00,5,16,.313,0,0,nan,1,2,.500,1,2,3,1,0,2,1,5,11,-23,0
Joel Przybilla,27:00,1,3,.333,0,0,nan,0,2,.000,2,8,10,0,0,0,0,4,2,-13,0
Boris Diaw,23:00,2,5,.400,0,0,nan,2,3,.667,0,1,1,3,0,0,2,3,6,-14,0
Wesley Person,22:00,1,5,.200,0,0,nan,2,2,1.000,0,1,1,1,1,0,1,0,4,-27,0
Mamadou N'Diaye,18:00,2,4,.500,0,0,nan,4,4,1.000,0,8,8,0,0,1,0,3,8,-18,0
Jacque Vaughn,18:00,1,3,.333,0,0,nan,3,3,1.000,0,1,1,4,0,0,1,0,5,-2,0
Hiram Fuller,18:00,1,4,.250,0,0,nan,1,2,.500,1,3,4,1,0,1,2,1,3,-3,0
Bob Sura,16:00,1,9,.111,0,1,.000,4,6,.667,1,1,2,1,0,0,2,2,6,-27,0
Team Totals,240,28,82,.341,7,13,.538,17,24,.708,8,28,36,18,5,5,14,23,80,nan,0
Zydrunas Ilgauskas,31:00,6,13,.462,0,0,nan,5,5,1.000,3,7,10,2,1,3,2,3,17,+30,1
Carlos Boozer,30:00,4,10,.400,0,0,nan,4,4,1.000,6,9,15,2,0,0,1,3,12,+30,1
Jeff McInnis,30:00,4,9,.444,1,4,.250,0,0,nan,0,1,1,9,1,0,2,3,9,+16,1
LeBron James,28:00,9,17,.529,1,2,.500,5,6,.833,1,6,7,3,1,1,1,0,24,+22,1
Eric Williams,27:00,4,8,.500,0,1,.000,6,8,.750,0,2,2,3,3,0,0,0,14,+24,1
Dajuan Wagner,20:00,5,12,.417,1,4,.250,1,2,.500,0,2,2,2,1,0,0,4,12,+10,1
Tony Battie,19:00,3,8,.375,0,0,nan,2,2,1.000,2,7,9,1,0,2,1,4,8,+6,1
Kevin Ollie,19:00,2,5,.400,0,0,nan,0,0,nan,2,3,5,5,1,0,1,2,4,+14,1
Lee Nailon,16:00,3,7,.429,0,0,nan,4,4,1.000,2,2,4,1,2,0,2,1,10,+13,1
Jason Kapono,10:00,1,3,.333,0,1,.000,0,0,nan,0,2,2,0,0,0,1,1,2,-4,1
DeSagana Diop,10:00,0,3,.000,0,0,nan,0,0,nan,3,2,5,3,1,1,0,2,0,-1,1
240,28,82,.341,7,13,.538,17,24,.708,8,28,36,18,5,5,14,23,80,nan,240,1
