Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:16,14,26,.538,4,8,.500,4,7,.571,1,12,13,9,2,0,2,1,36,-2,0
Chris Bosh,37:21,8,14,.571,0,1,.000,3,3,1.000,1,4,5,2,0,2,4,2,19,+6,0
Mario Chalmers,33:30,3,7,.429,2,3,.667,4,4,1.000,1,0,1,7,2,0,3,4,12,+3,0
Shane Battier,16:52,1,3,.333,0,1,.000,0,0,nan,0,2,2,1,0,1,0,1,2,+1,0
Toney Douglas,10:52,0,1,.000,0,1,.000,1,2,.500,0,3,3,1,1,0,0,2,1,+5,0
Ray Allen,31:05,3,7,.429,3,5,.600,0,0,nan,0,3,3,3,2,0,0,2,9,-8,0
Norris Cole,25:08,3,6,.500,1,2,.500,3,3,1.000,0,1,1,2,1,0,1,1,10,-3,0
Michael Beasley,24:11,7,11,.636,0,1,.000,2,2,1.000,0,2,2,0,2,0,1,4,16,+10,0
Chris Andersen,15:26,3,3,1.000,0,0,nan,0,2,.000,1,3,4,0,1,2,0,1,6,-4,0
Greg Oden,3:19,0,0,nan,0,0,nan,0,2,.000,0,1,1,0,0,0,1,2,0,-3,0
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Rashard Lewis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Dwyane Wade,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,42,78,.538,10,22,.455,17,25,.680,4,31,35,25,11,5,12,20,111,nan,0
Andre Iguodala,39:32,4,7,.571,1,2,.500,0,0,nan,1,5,6,5,2,0,2,4,9,+6,1
Stephen Curry,39:13,8,14,.571,4,4,1.000,9,9,1.000,1,4,5,7,1,0,5,3,29,+4,1
Klay Thompson,35:28,7,15,.467,2,4,.500,1,2,.500,0,3,3,1,2,1,1,2,17,+2,1
David Lee,32:50,8,15,.533,0,0,nan,5,8,.625,5,6,11,2,2,0,3,3,21,+8,1
Draymond Green,31:27,3,7,.429,0,1,.000,2,2,1.000,2,6,8,2,2,3,2,0,8,-13,1
Harrison Barnes,30:00,5,11,.455,2,3,.667,2,2,1.000,2,3,5,1,1,0,0,4,14,+3,1
Jordan Crawford,18:28,4,9,.444,0,2,.000,1,1,1.000,0,1,1,2,0,0,0,1,9,-9,1
Marreese Speights,13:02,1,5,.200,0,0,nan,1,2,.500,0,4,4,2,0,0,0,1,3,-6,1
Ognjen Kuzmic,0:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,nan,1
Nemanja Nedovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kent Bazemore,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
MarShon Brooks,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,42,78,.538,10,22,.455,17,25,.680,4,31,35,25,11,5,12,20,111,nan,240,1
