Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:35,16,29,.552,5,8,.625,7,10,.700,0,7,7,6,4,1,1,1,44,+13,0
Mo Williams,37:19,8,18,.444,4,9,.444,2,2,1.000,2,2,4,4,1,0,4,1,22,+6,0
Anthony Parker,28:03,2,5,.400,1,3,.333,0,0,nan,0,2,2,0,1,1,1,3,5,+7,0
J.J. Hickson,22:20,4,8,.500,0,0,nan,1,1,1.000,1,3,4,1,1,0,0,3,9,-5,0
Shaquille O'Neal,18:16,2,7,.286,0,0,nan,1,2,.500,1,5,6,2,0,2,3,5,5,+5,0
Anderson Varejao,30:10,2,4,.500,0,0,nan,0,0,nan,5,5,10,1,0,0,3,2,4,+19,0
Jamario Moon,24:06,4,6,.667,1,2,.500,0,0,nan,1,3,4,0,1,1,1,3,9,+10,0
Zydrunas Ilgauskas,20:09,0,3,.000,0,0,nan,0,0,nan,1,2,3,1,0,0,0,3,0,+5,0
Delonte West,20:06,2,4,.500,0,0,nan,0,0,nan,0,2,2,3,1,0,1,1,4,+7,0
Jawad Williams,0:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,40,84,.476,11,22,.500,11,15,.733,11,31,42,18,9,5,14,22,102,nan,0
Kevin Durant,42:06,9,19,.474,2,6,.333,9,10,.900,0,5,5,2,4,1,7,2,29,-17,1
Jeff Green,40:07,7,13,.538,2,5,.400,10,11,.909,1,3,4,1,0,1,0,0,26,-3,1
Russell Westbrook,34:10,4,15,.267,0,3,.000,2,2,1.000,0,3,3,5,0,0,2,4,10,-4,1
Nenad Krstic,30:59,3,8,.375,0,0,nan,0,0,nan,2,6,8,2,1,1,0,2,6,-7,1
Thabo Sefolosha,28:10,0,4,.000,0,2,.000,0,0,nan,1,3,4,0,2,1,1,2,0,-4,1
James Harden,20:55,1,3,.333,0,0,nan,1,2,.500,1,1,2,2,0,0,2,2,3,-7,1
Nick Collison,17:01,0,0,nan,0,0,nan,3,4,.750,0,2,2,1,0,0,1,3,3,-6,1
Shaun Livingston,14:27,2,3,.667,0,0,nan,0,0,nan,1,3,4,1,0,0,1,0,4,-9,1
Serge Ibaka,12:05,4,4,1.000,0,0,nan,0,0,nan,0,4,4,0,0,0,2,2,8,-8,1
240,40,84,.476,11,22,.500,11,15,.733,11,31,42,18,9,5,14,22,102,nan,240,1
