Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:38,14,25,.560,2,3,.667,5,5,1.000,1,4,5,4,4,0,2,2,35,+5,0
Dwyane Wade,38:55,16,26,.615,1,3,.333,3,4,.750,1,6,7,1,1,2,3,1,36,-13,0
Chris Bosh,36:47,3,15,.200,0,0,nan,6,6,1.000,1,2,3,1,0,0,4,4,12,-16,0
Joel Anthony,25:49,0,0,nan,0,0,nan,0,2,.000,3,1,4,1,1,2,0,3,0,-1,0
Mario Chalmers,23:50,1,5,.200,0,1,.000,2,2,1.000,0,5,5,3,1,0,0,3,4,0,0
Shane Battier,20:05,0,3,.000,0,2,.000,2,2,1.000,2,1,3,3,1,0,0,4,2,+2,0
Norris Cole,19:32,1,4,.250,1,1,1.000,0,0,nan,0,1,1,1,0,0,1,2,3,-12,0
Udonis Haslem,17:47,1,5,.200,0,0,nan,0,0,nan,2,2,4,0,0,0,0,1,2,-3,0
James Jones,14:41,2,2,1.000,2,2,1.000,0,0,nan,0,1,1,2,0,1,0,3,6,+14,0
Dexter Pittman,2:56,0,0,nan,0,0,nan,2,2,1.000,1,0,1,1,0,0,0,0,2,+4,0
Team Totals,240,38,85,.447,6,12,.500,20,23,.870,11,23,34,17,8,5,10,23,102,nan,0
Luol Deng,37:05,4,13,.308,3,6,.500,0,0,nan,1,4,5,3,0,0,1,3,11,-9,1
Joakim Noah,34:13,5,10,.500,0,0,nan,4,4,1.000,2,4,6,2,0,4,1,3,14,-5,1
Ronnie Brewer,34:08,5,10,.500,1,1,1.000,1,1,1.000,3,3,6,3,2,0,1,3,12,-7,1
Carlos Boozer,26:35,1,4,.250,0,0,nan,0,0,nan,0,8,8,5,0,1,1,2,2,-1,1
C.J. Watson,20:58,3,7,.429,1,2,.500,4,6,.667,0,4,4,4,1,0,2,2,11,+3,1
John Lucas III,26:52,9,12,.750,3,5,.600,3,3,1.000,1,2,3,1,0,0,4,2,24,+8,1
Kyle Korver,18:38,2,4,.500,2,4,.500,6,6,1.000,0,4,4,0,0,0,1,0,12,+4,1
Taj Gibson,18:00,4,10,.400,0,0,nan,0,0,nan,4,4,8,1,0,2,2,2,8,+6,1
Jimmy Butler,12:13,1,5,.200,0,1,.000,6,6,1.000,0,2,2,0,0,0,0,0,8,+10,1
Omer Asik,11:19,2,2,1.000,0,0,nan,0,0,nan,3,1,4,1,0,1,2,4,4,+11,1
240,38,85,.447,6,12,.500,20,23,.870,11,23,34,17,8,5,10,23,102,nan,240,1
