Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Garnett,37:46,5,17,.294,0,0,nan,4,5,.800,3,8,11,1,5,2,3,3,14,-7,0
Trenton Hassell,34:15,3,6,.500,1,3,.333,2,2,1.000,1,2,3,0,0,1,2,3,9,-6,0
Ricky Davis,31:20,2,10,.200,0,0,nan,0,0,nan,0,1,1,2,0,0,4,2,4,-13,0
Mike James,31:07,3,8,.375,0,1,.000,5,5,1.000,0,0,0,6,0,0,1,2,11,-4,0
Mark Blount,20:50,3,7,.429,0,0,nan,4,6,.667,0,4,4,1,0,1,1,3,10,-18,0
Craig Smith,27:00,5,9,.556,0,0,nan,2,2,1.000,3,7,10,1,1,0,1,4,12,-10,0
Marko Jaric,20:54,0,1,.000,0,0,nan,1,2,.500,0,0,0,2,2,0,2,2,1,-14,0
Troy Hudson,16:53,4,6,.667,0,1,.000,0,0,nan,0,1,1,1,3,0,2,0,8,-12,0
Eddie Griffin,10:24,3,5,.600,0,0,nan,0,0,nan,1,1,2,0,0,0,1,2,6,+3,0
Randy Foye,9:31,0,4,.000,0,2,.000,1,2,.500,0,2,2,0,0,0,1,2,1,+1,0
Team Totals,240,28,73,.384,1,7,.143,19,24,.792,8,26,34,14,11,4,18,23,76,nan,0
LeBron James,40:30,12,24,.500,2,5,.400,11,14,.786,2,7,9,6,1,2,4,1,37,+12,1
David Wesley,25:24,2,6,.333,1,2,.500,3,4,.750,0,1,1,1,1,0,0,1,8,+11,1
Zydrunas Ilgauskas,22:11,6,11,.545,0,0,nan,2,2,1.000,3,5,8,1,2,0,3,2,14,+13,1
Drew Gooden,20:52,0,5,.000,0,0,nan,1,2,.500,1,8,9,0,0,1,1,2,1,-3,1
Eric Snow,20:51,0,0,nan,0,0,nan,1,2,.500,0,1,1,3,0,0,1,1,1,0,1
Damon Jones,28:34,5,8,.625,0,1,.000,1,1,1.000,1,0,1,2,1,0,2,3,11,+14,1
Anderson Varejao,27:46,1,3,.333,0,0,nan,3,3,1.000,2,6,8,1,1,0,3,3,5,+16,1
Sasha Pavlovic,26:21,3,9,.333,1,3,.333,0,0,nan,1,3,4,0,2,0,3,3,7,+11,1
Donyell Marshall,25:11,2,6,.333,1,3,.333,1,2,.500,2,2,4,1,1,2,0,2,6,+6,1
Shannon Brown,1:10,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,0,1
Daniel Gibson,1:10,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,0,1
240,28,73,.384,1,7,.143,19,24,.792,8,26,34,14,11,4,18,23,76,nan,240,1
