Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jrue Holiday,39:33,6,14,.429,0,3,.000,1,1,1.000,1,2,3,6,2,0,2,4,13,-16,0
Elton Brand,38:54,4,10,.400,0,0,nan,0,1,.000,2,6,8,3,1,1,0,4,8,-15,0
Andre Iguodala,36:29,3,10,.300,0,2,.000,4,5,.800,1,2,3,4,1,0,4,2,10,-17,0
Jodie Meeks,31:58,5,13,.385,3,7,.429,1,1,1.000,0,1,1,0,3,0,1,2,14,-9,0
Spencer Hawes,26:31,6,13,.462,0,0,nan,1,1,1.000,1,4,5,1,1,1,0,4,13,+6,0
Thaddeus Young,28:54,6,12,.500,0,0,nan,3,3,1.000,2,6,8,2,0,0,2,5,15,-10,0
Lou Williams,24:37,9,12,.750,4,7,.571,2,2,1.000,0,0,0,5,2,0,4,1,24,+1,0
Evan Turner,8:03,1,1,1.000,0,0,nan,0,0,nan,0,3,3,1,0,0,0,1,2,-3,0
Andres Nocioni,5:02,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+3,0
Team Totals,240,40,86,.465,7,19,.368,12,14,.857,7,24,31,22,10,2,13,24,99,nan,0
Dwyane Wade,41:01,15,26,.577,1,3,.333,8,11,.727,4,7,11,8,3,5,2,3,39,+24,1
LeBron James,41:01,11,17,.647,1,4,.250,9,9,1.000,2,8,10,2,3,1,4,3,32,+17,1
Chris Bosh,39:23,8,15,.533,0,0,nan,4,4,1.000,3,7,10,2,0,0,2,2,20,+33,1
Mike Bibby,29:49,1,4,.250,1,3,.333,0,0,nan,0,3,3,6,2,0,2,2,3,+6,1
Erick Dampier,16:52,2,4,.500,0,0,nan,0,0,nan,1,4,5,0,0,0,0,1,4,-2,1
Mike Miller,21:02,1,6,.167,1,3,.333,1,2,.500,1,2,3,2,1,0,2,1,4,-7,1
James Jones,18:59,2,4,.500,2,4,.500,0,0,nan,0,1,1,1,0,0,0,0,6,+5,1
Eddie House,18:11,1,5,.200,1,3,.333,0,0,nan,0,2,2,1,2,0,1,1,3,+6,1
Joel Anthony,9:48,0,1,.000,0,0,nan,0,2,.000,2,0,2,0,0,0,1,2,0,-15,1
Jamaal Magloire,3:06,0,1,.000,0,0,nan,0,0,nan,2,0,2,0,0,0,1,2,0,-5,1
Juwan Howard,0:48,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,40,86,.465,7,19,.368,12,14,.857,7,24,31,22,10,2,13,24,99,nan,240,1
