Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Larry Hughes,41:50,4,12,.333,0,3,.000,4,7,.571,0,1,1,0,0,0,2,4,12,+4,0
LeBron James,38:06,3,13,.231,1,3,.333,9,10,.900,4,5,9,7,0,1,2,0,16,-3,0
Drew Gooden,32:35,7,14,.500,0,0,nan,7,10,.700,7,9,16,0,1,1,2,3,21,+4,0
Zydrunas Ilgauskas,27:12,4,8,.500,0,0,nan,6,8,.750,0,9,9,2,1,0,7,4,14,-10,0
Eric Snow,21:43,2,3,.667,0,0,nan,0,2,.000,0,1,1,2,0,0,2,2,4,-9,0
Damon Jones,23:26,1,7,.143,1,6,.167,0,1,.000,1,2,3,0,0,0,1,0,3,+2,0
David Wesley,19:19,0,3,.000,0,3,.000,0,0,nan,0,0,0,2,0,1,0,3,0,-10,0
Anderson Varejao,17:58,2,2,1.000,0,0,nan,0,0,nan,1,5,6,1,0,0,1,6,4,-5,0
Donyell Marshall,17:51,4,9,.444,3,8,.375,3,4,.750,0,1,1,0,0,0,2,3,14,+7,0
Team Totals,240,27,71,.380,5,23,.217,29,42,.690,13,33,46,14,2,3,19,25,88,nan,0
Brevin Knight,39:14,7,13,.538,0,0,nan,3,4,.750,0,3,3,7,2,0,2,1,17,+14,1
Raymond Felton,35:00,4,9,.444,4,6,.667,11,13,.846,1,4,5,6,1,0,2,4,23,+2,1
Gerald Wallace,27:49,3,5,.600,1,1,1.000,0,0,nan,1,3,4,1,1,2,2,6,7,+3,1
Emeka Okafor,22:25,5,8,.625,0,0,nan,2,4,.500,1,3,4,2,0,3,2,6,12,-3,1
Jake Voskuhl,14:45,0,3,.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,2,6,2,+6,1
Adam Morrison,32:38,4,12,.333,2,6,.333,3,5,.600,0,2,2,3,0,0,3,1,13,-1,1
Sean May,27:18,6,13,.462,0,0,nan,2,2,1.000,3,6,9,1,0,3,1,4,14,+2,1
Othella Harrington,19:19,1,3,.333,0,0,nan,0,0,nan,1,3,4,1,0,0,0,3,2,0,1
Bernard Robinson,12:59,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,0,2,2,-8,1
Melvin Ely,8:32,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,3,0,+5,1
240,27,71,.380,5,23,.217,29,42,.690,13,33,46,14,2,3,19,25,88,nan,240,1
