Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Mike Dunleavy,44:00,9,13,.692,2,4,.500,3,4,.750,1,4,5,5,0,0,1,1,23,-2,0
Jason Richardson,42:00,12,18,.667,0,2,.000,11,13,.846,0,4,4,5,1,2,3,2,35,0,0
Clifford Robinson,41:00,4,12,.333,1,3,.333,1,2,.500,1,9,10,6,2,1,1,4,10,-2,0
Mickael Pietrus,15:00,2,4,.500,0,1,.000,1,2,.500,1,2,3,0,0,0,0,3,5,-6,0
Adonal Foyle,10:00,0,1,.000,0,0,nan,0,0,nan,1,3,4,1,0,1,2,2,0,-12,0
Troy Murphy,38:00,7,12,.583,0,0,nan,4,8,.500,3,3,6,1,1,1,3,6,18,+13,0
Calbert Cheaney,26:00,2,7,.286,0,1,.000,0,0,nan,0,2,2,4,2,0,1,4,4,+18,0
Brian Cardinal,24:00,1,2,.500,1,1,1.000,5,6,.833,0,5,5,1,0,2,2,2,8,+6,0
Team Totals,240,37,69,.536,4,12,.333,25,35,.714,7,32,39,23,6,7,13,24,103,nan,0
LeBron James,46:00,12,28,.429,3,5,.600,7,11,.636,3,5,8,10,1,1,3,1,34,-3,1
Carlos Boozer,38:00,8,15,.533,0,0,nan,10,11,.909,4,9,13,1,2,1,2,2,26,+5,1
Zydrunas Ilgauskas,25:00,5,13,.385,0,1,.000,7,8,.875,7,1,8,1,0,1,0,5,17,+5,1
Mateen Cleaves,23:00,1,8,.125,0,0,nan,1,2,.500,1,3,4,3,2,1,2,3,3,+7,1
Lee Nailon,21:00,2,7,.286,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,4,-13,1
Ira Newble,36:00,4,8,.500,0,0,nan,1,1,1.000,1,1,2,1,0,1,0,3,9,+6,1
Tony Battie,18:00,1,4,.250,0,0,nan,2,2,1.000,2,3,5,0,1,0,1,3,4,-5,1
Kedrick Brown,14:00,1,4,.250,1,3,.333,0,0,nan,1,0,1,0,1,0,0,3,3,-3,1
Jason Kapono,13:00,0,4,.000,0,2,.000,0,0,nan,0,1,1,1,0,0,1,0,0,-8,1
DeSagana Diop,4:00,0,1,.000,0,0,nan,0,0,nan,3,0,3,0,0,0,0,1,0,-4,1
Kevin Ollie,2:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-2,1
240,37,69,.536,4,12,.333,25,35,.714,7,32,39,23,6,7,13,24,103,nan,240,1
