Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,29:05,5,11,.455,0,2,.000,11,11,1.000,1,5,6,7,1,1,4,0,21,+23,0
Mario Chalmers,27:53,3,5,.600,1,1,1.000,2,2,1.000,1,2,3,8,2,0,2,4,9,+19,0
Shane Battier,25:00,2,3,.667,2,3,.667,0,0,nan,0,4,4,2,0,1,0,0,6,+18,0
Chris Bosh,23:59,7,10,.700,1,2,.500,3,4,.750,2,3,5,0,2,1,2,2,18,+27,0
James Jones,20:00,5,8,.625,5,7,.714,2,3,.667,0,1,1,1,1,0,1,0,17,+20,0
Rashard Lewis,24:51,1,4,.250,0,1,.000,0,0,nan,2,0,2,3,2,0,2,1,2,+15,0
Michael Beasley,20:37,4,10,.400,0,0,nan,6,6,1.000,1,6,7,0,0,1,2,4,14,+9,0
Norris Cole,20:07,3,6,.500,3,3,1.000,0,0,nan,0,4,4,5,1,0,3,1,9,+9,0
Ray Allen,19:59,2,8,.250,2,3,.667,0,0,nan,1,1,2,0,1,0,3,0,6,+3,0
Chris Andersen,17:43,4,6,.667,0,0,nan,2,2,1.000,4,1,5,0,1,2,2,2,10,+1,0
Udonis Haslem,5:55,1,1,1.000,0,0,nan,3,4,.750,0,1,1,0,1,0,0,1,5,0,0
Roger Mason,4:51,1,2,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,0,3,-4,0
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,74,.514,15,24,.625,29,32,.906,12,28,40,27,12,6,21,15,120,nan,0
Victor Oladipo,35:36,5,12,.417,2,5,.400,8,8,1.000,0,4,4,2,5,2,8,1,20,-19,1
Arron Afflalo,34:55,9,16,.563,7,9,.778,5,5,1.000,0,2,2,2,0,1,3,2,30,-28,1
Jameer Nelson,34:53,5,13,.385,4,9,.444,3,4,.750,2,3,5,5,0,0,5,2,17,-25,1
Maurice Harkless,30:36,2,7,.286,0,2,.000,1,2,.500,1,1,2,3,4,0,2,3,5,-25,1
Nikola Vucevic,22:33,2,7,.286,0,0,nan,2,2,1.000,3,3,6,1,0,0,1,6,6,-18,1
Jason Maxiell,20:54,2,6,.333,0,0,nan,0,0,nan,0,2,2,0,0,1,0,2,4,-3,1
Solomon Jones,16:57,1,4,.250,0,0,nan,0,0,nan,1,2,3,1,2,1,1,2,2,-16,1
E'Twaun Moore,16:19,1,3,.333,0,1,.000,0,0,nan,0,1,1,3,1,0,2,1,2,-2,1
Doron Lamb,15:27,1,2,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,2,1,3,-4,1
Ronnie Price,5:55,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,1,0,0,2,3,0,1
Andrew Nicholson,5:55,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,0,1
Kyle O'Quinn,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Tobias Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,74,.514,15,24,.625,29,32,.906,12,28,40,27,12,6,21,15,120,nan,240,1
