Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Anthony Parker,37:21,5,10,.500,2,5,.400,0,0,nan,0,3,3,2,1,1,1,2,12,+6,0
Chris Bosh,37:00,7,18,.389,0,0,nan,10,12,.833,1,5,6,2,3,0,3,2,24,+3,0
Jose Calderon,29:05,5,10,.500,1,3,.333,1,1,1.000,0,2,2,3,1,0,0,0,12,+6,0
Jamario Moon,20:24,2,6,.333,0,1,.000,0,0,nan,1,9,10,1,0,1,0,0,4,+1,0
Andrea Bargnani,16:35,0,5,.000,0,2,.000,0,0,nan,0,1,1,2,0,0,1,2,0,+2,0
Rasho Nesterovic,32:55,8,13,.615,0,0,nan,0,0,nan,4,3,7,2,1,0,1,4,16,-8,0
Jason Kapono,27:36,3,11,.273,0,3,.000,0,0,nan,0,0,0,2,0,0,1,0,6,-8,0
T.J. Ford,18:55,3,8,.375,1,1,1.000,0,0,nan,0,2,2,5,1,0,0,2,7,-13,0
Carlos Delfino,10:39,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,0,-13,0
Kris Humphries,9:30,1,5,.200,0,0,nan,0,0,nan,3,0,3,0,0,1,0,0,2,-11,0
Team Totals,240,34,86,.395,4,15,.267,11,13,.846,9,26,35,20,7,3,7,13,83,nan,0
LeBron James,41:24,14,22,.636,1,3,.333,0,0,nan,0,12,12,5,1,0,5,1,29,-3,1
Zydrunas Ilgauskas,30:26,5,14,.357,0,0,nan,6,8,.750,4,6,10,1,0,3,1,2,16,+9,1
Sasha Pavlovic,21:11,3,11,.273,1,7,.143,0,0,nan,1,3,4,1,0,0,1,1,7,-5,1
Delonte West,20:55,1,3,.333,0,0,nan,1,1,1.000,0,1,1,4,0,0,3,0,3,-3,1
Ben Wallace,19:35,0,0,nan,0,0,nan,1,2,.500,3,3,6,0,1,1,0,2,1,-9,1
Damon Jones,27:05,3,9,.333,2,7,.286,2,2,1.000,0,0,0,7,0,0,0,1,10,+10,1
Devin Brown,26:49,5,10,.500,1,3,.333,3,4,.750,1,5,6,1,0,0,1,1,14,+12,1
Anderson Varejao,26:47,1,3,.333,0,0,nan,0,0,nan,3,6,9,1,1,0,4,2,2,+6,1
Joe Smith,19:01,3,4,.750,0,0,nan,0,0,nan,1,0,1,1,0,0,0,2,6,+8,1
Wally Szczerbiak,6:47,1,1,1.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,2,+10,1
240,34,86,.395,4,15,.267,11,13,.846,9,26,35,20,7,3,7,13,83,nan,240,1
