Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:02,14,30,.467,3,6,.500,3,4,.750,0,7,7,14,1,0,2,1,34,+14,0
Mo Williams,41:20,12,19,.632,6,9,.667,3,3,1.000,0,3,3,3,1,0,4,5,33,+7,0
Anderson Varejao,38:35,5,8,.625,0,0,nan,2,4,.500,1,7,8,1,0,1,2,3,12,+13,0
Sasha Pavlovic,30:55,3,6,.500,0,1,.000,0,0,nan,0,4,4,4,1,0,2,5,6,+1,0
Ben Wallace,28:03,2,3,.667,0,0,nan,0,0,nan,2,1,3,0,0,2,0,2,4,+20,0
Wally Szczerbiak,23:20,2,6,.333,2,3,.667,2,2,1.000,4,6,10,2,0,0,1,2,8,+4,0
J.J. Hickson,12:48,2,3,.667,0,0,nan,1,2,.500,1,1,2,0,0,0,2,4,5,-14,0
Daniel Gibson,12:43,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,0,4,2,-9,0
Darnell Jackson,9:48,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-7,0
Tarence Kinsey,0:26,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Team Totals,240,41,78,.526,11,19,.579,11,15,.733,8,31,39,24,3,3,13,28,104,nan,0
LaMarcus Aldridge,41:05,8,20,.400,0,0,nan,5,7,.714,1,2,3,2,1,1,0,0,21,-9,1
Brandon Roy,37:31,8,23,.348,1,4,.250,6,7,.857,1,1,2,3,0,1,1,2,23,-14,1
Sergio Rodriguez,27:24,3,5,.600,1,2,.500,0,0,nan,0,1,1,5,0,0,0,2,7,-1,1
Greg Oden,25:16,3,4,.750,0,0,nan,4,4,1.000,4,4,8,1,0,1,3,6,10,-5,1
Nicolas Batum,20:18,3,5,.600,1,3,.333,0,0,nan,1,0,1,1,0,0,0,3,7,-12,1
Travis Outlaw,25:30,2,8,.250,1,4,.250,0,3,.000,1,2,3,1,1,2,0,0,5,+8,1
Rudy Fernandez,23:48,3,9,.333,3,8,.375,0,0,nan,0,1,1,1,0,0,2,0,9,+5,1
Joel Przybilla,21:18,1,4,.250,0,0,nan,4,6,.667,5,10,15,0,0,0,0,1,6,0,1
Jerryd Bayless,17:50,2,3,.667,0,1,.000,6,6,1.000,0,1,1,1,0,0,1,6,10,-2,1
240,41,78,.526,11,19,.579,11,15,.733,8,31,39,24,3,3,13,28,104,nan,240,1
