Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,45:40,10,19,.526,2,7,.286,11,12,.917,2,4,6,9,4,1,1,2,33,+1,0
Mo Williams,40:08,11,21,.524,1,7,.143,3,3,1.000,0,4,4,3,0,0,1,3,26,-3,0
Delonte West,39:41,5,19,.263,1,4,.250,0,0,nan,0,2,2,5,3,0,2,1,11,-19,0
Anderson Varejao,37:04,5,10,.500,0,0,nan,1,4,.250,4,4,8,0,0,0,1,6,11,-7,0
Ben Wallace,25:22,0,2,.000,0,0,nan,0,0,nan,4,2,6,2,0,1,0,3,0,-14,0
Sasha Pavlovic,24:21,3,5,.600,1,1,1.000,0,0,nan,2,3,5,1,0,1,0,4,7,+2,0
Wally Szczerbiak,19:53,0,5,.000,0,3,.000,4,4,1.000,1,2,3,1,0,0,0,2,4,+11,0
Darnell Jackson,4:45,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,+3,0
J.J. Hickson,3:06,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+1,0
Team Totals,240,34,82,.415,5,22,.227,19,23,.826,13,21,34,21,7,3,5,24,92,nan,0
Joe Johnson,41:27,7,17,.412,0,5,.000,3,5,.600,0,3,3,8,0,1,2,1,17,+5,1
Mike Bibby,40:38,9,16,.563,3,8,.375,3,4,.750,0,6,6,5,0,0,1,1,24,+17,1
Marvin Williams,38:12,3,6,.500,2,3,.667,11,13,.846,2,5,7,2,0,2,1,1,19,+5,1
Al Horford,33:58,3,5,.600,0,0,nan,6,7,.857,2,6,8,1,1,1,2,5,12,+2,1
Josh Smith,33:25,5,8,.625,0,1,.000,2,2,1.000,3,5,8,2,0,1,4,4,12,+9,1
Zaza Pachulia,21:57,2,4,.500,0,0,nan,4,4,1.000,3,3,6,0,0,0,0,5,8,+5,1
Ronald Murray,16:36,1,5,.200,1,3,.333,2,4,.500,0,0,0,0,0,0,2,0,5,-6,1
Maurice Evans,13:47,0,2,.000,0,1,.000,0,0,nan,1,1,2,0,0,0,0,2,0,-12,1
240,34,82,.415,5,22,.227,19,23,.826,13,21,34,21,7,3,5,24,92,nan,240,1
