Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,46:02,11,22,.500,3,5,.600,5,7,.714,0,6,6,9,1,0,2,3,30,+6,0
Zydrunas Ilgauskas,40:52,10,13,.769,0,0,nan,4,4,1.000,5,3,8,0,0,0,2,3,24,+4,0
Larry Hughes,39:14,4,11,.364,1,4,.250,2,2,1.000,0,8,8,2,1,1,2,2,11,0,0
Drew Gooden,33:51,4,7,.571,0,0,nan,2,2,1.000,5,7,12,4,0,1,0,3,10,+8,0
Sasha Pavlovic,30:04,5,12,.417,1,2,.500,0,0,nan,1,3,4,5,0,1,5,3,11,+1,0
Anderson Varejao,20:45,1,4,.250,0,0,nan,0,0,nan,3,4,7,1,0,0,1,0,2,0,0
Eric Snow,17:51,2,5,.400,0,0,nan,0,0,nan,0,2,2,3,0,0,1,1,4,+11,0
Daniel Gibson,11:15,1,2,.500,1,2,.500,3,3,1.000,0,1,1,0,1,0,1,1,6,0,0
Ira Newble,0:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,38,76,.500,6,13,.462,16,18,.889,14,34,48,24,3,3,14,16,98,nan,0
Antonio Daniels,48:00,7,13,.538,0,0,nan,6,6,1.000,1,3,4,13,1,1,1,0,20,-6,1
Antawn Jamison,45:03,15,27,.556,2,6,.333,6,6,1.000,5,6,11,1,1,0,4,3,38,-6,1
Jarvis Hayes,39:53,6,13,.462,3,6,.500,0,0,nan,1,3,4,0,0,0,0,4,15,+3,1
DeShawn Stevenson,33:39,3,14,.214,1,7,.143,0,1,.000,0,1,1,3,0,1,1,0,7,+6,1
Etan Thomas,28:28,1,3,.333,0,0,nan,1,3,.333,1,8,9,0,1,1,0,2,3,+13,1
Darius Songaila,23:37,3,10,.300,0,0,nan,0,0,nan,2,0,2,1,3,0,1,3,6,-21,1
Brendan Haywood,9:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-10,1
Roger Mason,6:37,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,2,3,-2,1
Michael Ruffin,4:59,0,1,.000,0,1,.000,0,0,nan,1,1,2,0,0,0,0,1,0,-7,1
240,38,76,.500,6,13,.462,16,18,.889,14,34,48,24,3,3,14,16,98,nan,240,1
