Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Raymond Felton,35:18,10,20,.500,6,10,.600,1,1,1.000,1,3,4,7,2,0,3,0,27,+19,0
Jason Kidd,31:36,4,12,.333,3,8,.375,0,0,nan,1,1,2,4,2,0,1,4,11,+31,0
Tyson Chandler,31:27,4,7,.571,0,0,nan,5,8,.625,1,8,9,0,1,1,2,2,13,+23,0
Ronnie Brewer,27:11,0,3,.000,0,1,.000,0,0,nan,0,1,1,2,1,2,0,1,0,0,0
Kurt Thomas,11:10,2,2,1.000,0,0,nan,0,0,nan,3,4,7,1,0,0,0,1,4,+8,0
Steve Novak,34:14,7,13,.538,4,9,.444,0,0,nan,1,2,3,1,0,0,0,0,18,+13,0
J.R. Smith,22:37,4,15,.267,3,8,.375,2,4,.500,0,6,6,4,1,0,1,4,13,+7,0
James White,16:39,3,3,1.000,1,1,1.000,0,0,nan,0,1,1,0,0,0,0,4,7,+1,0
Rasheed Wallace,14:15,4,13,.308,0,6,.000,4,6,.667,3,4,7,0,0,1,0,1,12,-1,0
Pablo Prigioni,13:15,3,3,1.000,1,1,1.000,0,0,nan,1,5,6,1,2,0,0,2,7,+1,0
Chris Copeland,2:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,41,91,.451,18,44,.409,12,19,.632,11,35,46,20,9,4,7,19,112,nan,0
LeBron James,38:35,11,20,.550,3,5,.600,6,9,.667,2,8,10,9,3,0,2,0,31,-17,1
Dwyane Wade,31:43,3,13,.231,1,2,.500,6,6,1.000,0,3,3,1,0,0,4,1,13,-33,1
Chris Bosh,29:34,3,12,.250,0,0,nan,6,6,1.000,1,5,6,1,1,2,1,3,12,-21,1
Udonis Haslem,21:42,5,6,.833,0,0,nan,0,0,nan,2,5,7,0,0,0,2,0,10,-15,1
Mario Chalmers,16:57,2,5,.400,0,2,.000,3,4,.750,0,2,2,1,0,0,1,4,7,-2,1
Ray Allen,33:13,4,8,.500,0,3,.000,1,1,1.000,1,5,6,2,1,0,0,3,9,-15,1
Mike Miller,25:41,2,5,.400,2,3,.667,0,0,nan,0,3,3,1,1,0,0,1,6,-13,1
Norris Cole,15:21,0,3,.000,0,1,.000,0,2,.000,0,1,1,1,1,1,2,2,0,+4,1
Joel Anthony,13:47,2,4,.500,0,0,nan,0,0,nan,1,2,3,0,0,1,1,3,4,+3,1
Shane Battier,8:52,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,4,0,+5,1
Terrel Harris,2:18,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,+2,1
James Jones,2:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
240,41,91,.451,18,44,.409,12,19,.632,11,35,46,20,9,4,7,19,112,nan,240,1
