Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,42:42,5,10,.500,0,0,nan,4,6,.667,6,8,14,0,0,3,2,3,14,+9,0
Kyrie Irving,41:31,8,27,.296,0,2,.000,7,8,.875,1,3,4,3,4,0,1,1,23,+4,0
Kevin Love,37:51,9,15,.600,3,4,.750,6,10,.600,0,5,5,1,0,1,1,3,27,+10,0
Matthew Dellavedova,33:45,1,4,.250,1,2,.500,0,0,nan,1,6,7,4,0,0,0,5,3,+5,0
Mike Miller,20:39,0,1,.000,0,0,nan,0,0,nan,0,1,1,4,0,0,2,4,0,+15,0
Dion Waiters,34:11,8,21,.381,0,4,.000,1,2,.500,3,2,5,2,4,0,1,2,17,-8,0
Shawn Marion,23:30,2,7,.286,0,2,.000,3,4,.750,2,8,10,2,0,1,0,3,7,-6,0
James Jones,3:07,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-7,0
Brendan Haywood,2:45,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-2,0
Alex Kirk,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
A.J. Price,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,87,.379,4,15,.267,21,30,.700,13,33,46,16,8,5,7,23,91,nan,0
Kemba Walker,40:27,4,16,.250,1,8,.125,1,3,.333,0,2,2,5,2,2,2,2,10,-1,1
Michael Kidd-Gilchrist,29:17,5,11,.455,0,0,nan,2,5,.400,4,6,10,1,0,0,5,4,12,-1,1
Bismack Biyombo,26:54,0,0,nan,0,0,nan,2,2,1.000,2,6,8,0,1,0,2,3,2,0,1
Gerald Henderson,26:33,6,17,.353,0,1,.000,2,2,1.000,3,5,8,4,0,0,2,3,14,+9,1
Cody Zeller,20:05,4,7,.571,0,0,nan,0,0,nan,2,5,7,3,0,3,0,2,8,-4,1
Marvin Williams,28:31,2,7,.286,2,7,.286,4,4,1.000,2,4,6,2,1,0,1,3,10,+1,1
Gary Neal,24:19,5,16,.313,1,7,.143,0,0,nan,0,1,1,3,0,0,1,1,11,-9,1
Jason Maxiell,17:18,1,4,.250,0,0,nan,6,10,.600,1,4,5,0,0,1,0,2,8,-4,1
P.J. Hairston,16:56,3,6,.500,2,4,.500,0,0,nan,1,1,2,1,1,0,0,4,8,-3,1
Brian Roberts,9:40,2,3,.667,0,1,.000,0,0,nan,0,1,1,1,0,0,1,0,4,-8,1
Noah Vonleh,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Lance Stephenson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,87,.379,4,15,.267,21,30,.700,13,33,46,16,8,5,7,23,91,nan,240,1
