Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
P.J. Brown,41:00,6,18,.333,0,0,nan,4,4,1.000,5,9,14,1,1,0,2,3,16,-5,0
Baron Davis,39:00,9,27,.333,1,11,.091,8,8,1.000,1,2,3,4,3,0,5,3,27,-8,0
George Lynch,36:00,5,8,.625,2,4,.500,0,0,nan,0,4,4,1,2,1,0,3,12,-6,0
Jamaal Magloire,34:00,2,6,.333,0,0,nan,2,4,.500,4,5,9,3,0,1,2,4,6,-4,0
David Wesley,31:00,6,12,.500,0,1,.000,0,0,nan,0,3,3,7,1,0,1,4,12,-9,0
Darrell Armstrong,28:00,2,5,.400,1,3,.333,0,0,nan,1,0,1,6,3,0,2,3,5,-8,0
Sean Rooks,14:00,3,4,.750,0,0,nan,0,0,nan,1,1,2,0,0,1,1,2,6,-7,0
Steve Smith,10:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,2,0,2,1,3,0,-2,0
Robert Traylor,7:00,1,4,.250,0,0,nan,0,0,nan,1,2,3,0,0,0,1,2,2,-6,0
Team Totals,240,34,84,.405,4,19,.211,14,16,.875,13,27,40,24,10,5,15,27,86,nan,0
LeBron James,39:00,7,22,.318,1,6,.167,7,8,.875,2,4,6,2,6,1,5,1,22,+9,1
Carlos Boozer,39:00,6,8,.750,0,0,nan,5,8,.625,3,11,14,2,1,2,2,2,17,+11,1
Ira Newble,26:00,3,9,.333,0,0,nan,2,2,1.000,3,2,5,1,0,0,0,1,8,+3,1
Zydrunas Ilgauskas,25:00,1,6,.167,0,0,nan,6,7,.857,5,4,9,3,0,3,1,4,8,-8,1
Kedrick Brown,21:00,1,7,.143,1,6,.167,0,0,nan,0,0,0,1,0,0,1,0,3,+1,1
Tony Battie,29:00,4,11,.364,0,0,nan,3,3,1.000,3,5,8,1,0,2,0,2,11,+18,1
Eric Williams,22:00,4,10,.400,2,4,.500,6,6,1.000,0,3,3,3,0,0,0,1,16,+13,1
J.R. Bremer,18:00,3,7,.429,0,3,.000,0,0,nan,1,2,3,4,1,0,1,2,6,-1,1
Kevin Ollie,18:00,1,2,.500,0,0,nan,4,4,1.000,1,2,3,2,0,0,3,2,6,+13,1
Jason Kapono,3:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,1
240,34,84,.405,4,19,.211,14,16,.875,13,27,40,24,10,5,15,27,86,nan,240,1
