Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ty Lawson,43:33,7,15,.467,1,4,.250,1,2,.500,2,5,7,6,2,0,1,1,16,-7,0
Kenyon Martin,35:32,2,5,.400,0,0,nan,2,2,1.000,2,6,8,1,1,0,2,3,6,-6,0
Wilson Chandler,32:54,5,15,.333,2,4,.500,0,0,nan,0,3,3,1,1,1,1,4,12,-18,0
Nene Hilario,28:54,3,8,.375,0,0,nan,4,8,.500,0,2,2,2,2,1,0,4,10,-19,0
Arron Afflalo,9:29,0,2,.000,0,0,nan,1,2,.500,0,1,1,0,0,0,0,1,1,-14,0
Danilo Gallinari,31:28,5,12,.417,2,6,.333,11,12,.917,0,2,2,1,0,0,3,2,23,+6,0
J.R. Smith,31:22,11,19,.579,4,9,.444,1,2,.500,0,3,3,0,0,0,0,1,27,+16,0
Chris Andersen,15:09,0,0,nan,0,0,nan,0,0,nan,0,5,5,1,1,0,1,2,0,+12,0
Gary Forbes,8:04,1,2,.500,1,1,1.000,0,0,nan,0,0,0,2,1,0,1,0,3,+5,0
Timofey Mozgov,3:36,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,0,0
Team Totals,240,34,78,.436,10,24,.417,20,28,.714,4,27,31,14,8,2,9,19,98,nan,0
LeBron James,40:40,15,25,.600,1,4,.250,2,2,1.000,0,6,6,2,2,0,5,3,33,+16,1
Dwyane Wade,39:17,10,20,.500,1,3,.333,11,13,.846,1,1,2,2,1,3,2,3,32,+10,1
Chris Bosh,37:12,4,9,.444,0,1,.000,10,11,.909,2,9,11,6,0,0,2,3,18,+14,1
Erick Dampier,19:08,0,0,nan,0,0,nan,0,0,nan,0,9,9,1,0,2,1,2,0,+13,1
Mario Chalmers,10:53,1,3,.333,0,1,.000,0,0,nan,0,0,0,2,0,0,0,1,2,+9,1
Mike Bibby,34:01,5,9,.556,4,8,.500,0,0,nan,0,1,1,2,1,1,0,1,14,-4,1
Joel Anthony,26:10,1,1,1.000,0,0,nan,1,2,.500,1,2,3,0,0,4,2,4,3,-9,1
Mike Miller,17:49,0,1,.000,0,1,.000,0,0,nan,0,2,2,0,1,1,0,1,0,-20,1
James Jones,9:05,0,3,.000,0,2,.000,0,0,nan,0,2,2,0,0,0,0,2,0,-5,1
Eddie House,3:25,0,0,nan,0,0,nan,1,1,1.000,0,0,0,0,1,0,0,0,1,0,1
Jamaal Magloire,2:20,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,2,0,+1,1
240,34,78,.436,10,24,.417,20,28,.714,4,27,31,14,8,2,9,19,98,nan,240,1
