Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:21,10,22,.455,3,7,.429,4,8,.500,3,5,8,5,0,1,3,2,27,-13,0
Mario Chalmers,29:31,4,10,.400,0,5,.000,1,2,.500,0,5,5,4,1,0,3,4,9,-8,0
Chris Bosh,28:00,5,8,.625,1,4,.250,0,0,nan,0,4,4,2,3,0,5,2,11,-4,0
Udonis Haslem,24:28,3,5,.600,0,0,nan,0,0,nan,0,8,8,0,0,0,3,3,6,-15,0
Dwyane Wade,23:18,10,14,.714,0,1,.000,4,9,.444,1,2,3,1,1,1,2,2,24,-5,0
Ray Allen,23:40,1,2,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,1,3,-6,0
Norris Cole,22:08,0,3,.000,0,2,.000,0,0,nan,0,0,0,3,0,0,2,2,0,-8,0
Chris Andersen,19:37,1,2,.500,0,0,nan,0,0,nan,1,6,7,0,0,2,1,0,2,+4,0
Rashard Lewis,18:44,1,4,.250,1,4,.250,0,0,nan,1,5,6,1,0,0,1,1,3,-10,0
Toney Douglas,13:13,0,3,.000,0,0,nan,0,0,nan,0,3,3,1,0,1,0,3,0,0,0
Shane Battier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,73,.479,6,25,.240,9,19,.474,6,38,44,18,5,5,20,20,85,nan,0
DeMarre Carroll,36:02,6,12,.500,3,5,.600,2,2,1.000,1,5,6,4,2,1,5,5,17,+15,1
Jeff Teague,35:53,9,17,.529,1,3,.333,6,8,.750,0,4,4,3,4,0,0,1,25,+19,1
Paul Millsap,35:08,4,10,.400,1,2,.500,2,2,1.000,1,7,8,5,2,0,2,4,11,+18,1
Elton Brand,26:37,3,7,.429,0,0,nan,0,1,.000,1,2,3,2,1,1,1,3,6,-6,1
Kyle Korver,25:18,1,3,.333,1,2,.500,1,1,1.000,0,3,3,0,0,0,2,4,4,+3,1
Mike Scott,32:36,6,14,.429,0,3,.000,0,0,nan,1,6,7,2,2,0,1,3,12,+17,1
Lou Williams,22:32,7,9,.778,4,4,1.000,5,5,1.000,0,1,1,3,0,0,0,1,23,+5,1
Shelvin Mack,19:37,0,6,.000,0,3,.000,0,0,nan,1,4,5,4,1,0,1,1,0,0,1
Cartier Martin,4:38,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,1,0,0,0,0,-3,1
Mike Muscala,1:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Dennis Schroder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Pero Antic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,73,.479,6,25,.240,9,19,.474,6,38,44,18,5,5,20,20,85,nan,240,1
