Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ray Allen,41:29,8,13,.615,3,5,.600,5,6,.833,1,4,5,5,2,0,4,3,24,+3,0
Paul Pierce,35:11,8,15,.533,2,5,.400,1,1,1.000,0,2,2,3,1,0,2,4,19,+4,0
Rajon Rondo,33:51,8,13,.615,0,0,nan,4,4,1.000,0,7,7,2,1,0,5,3,20,-2,0
Kendrick Perkins,28:20,3,4,.750,0,0,nan,6,7,.857,4,1,5,4,0,0,2,5,12,+5,0
Brian Scalabrine,17:56,2,5,.400,1,2,.500,0,0,nan,0,1,1,1,2,1,1,0,5,-3,0
James Posey,28:16,2,5,.400,2,4,.500,0,0,nan,0,2,2,3,1,0,2,4,6,+3,0
Tony Allen,19:38,5,9,.556,1,2,.500,3,3,1.000,1,2,3,1,1,0,0,4,14,-9,0
Eddie House,14:09,1,2,.500,0,0,nan,0,0,nan,0,1,1,1,0,1,1,1,2,+1,0
Glen Davis,13:19,4,5,.800,0,0,nan,1,1,1.000,1,0,1,1,0,0,1,3,9,0,0
Leon Powe,7:52,1,3,.333,0,0,nan,0,0,nan,0,2,2,0,0,0,1,2,2,-7,0
Team Totals,240,42,74,.568,9,18,.500,20,22,.909,7,22,29,21,8,2,19,29,113,nan,0
LeBron James,42:24,11,21,.524,4,8,.500,7,10,.700,1,8,9,12,5,2,7,5,33,+12,1
Larry Hughes,35:38,6,13,.462,1,2,.500,5,5,1.000,1,2,3,6,2,1,1,1,18,-1,1
Zydrunas Ilgauskas,34:46,7,16,.438,0,0,nan,7,9,.778,7,3,10,2,0,5,4,2,21,-6,1
Ira Newble,24:38,6,9,.667,1,2,.500,2,2,1.000,1,1,2,0,0,0,2,4,15,-2,1
Drew Gooden,20:08,2,5,.400,0,0,nan,0,0,nan,3,1,4,1,0,0,2,1,4,+3,1
Daniel Gibson,30:51,4,6,.667,2,4,.500,1,1,1.000,1,1,2,1,2,0,0,1,11,-3,1
Damon Jones,16:22,3,5,.600,2,4,.500,0,0,nan,1,0,1,1,0,0,1,3,8,-3,1
Donyell Marshall,13:45,0,2,.000,0,1,.000,1,2,.500,2,3,5,0,0,0,0,1,1,+4,1
Dwayne Jones,12:52,1,1,1.000,0,0,nan,1,3,.333,0,2,2,0,0,0,1,3,3,+7,1
Devin Brown,8:36,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,0,0,2,0,-6,1
240,42,74,.568,9,18,.500,20,22,.909,7,22,29,21,8,2,19,29,113,nan,240,1
