Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Mo Williams,39:13,8,15,.533,4,5,.800,6,6,1.000,2,2,4,2,0,0,0,1,26,-14,0
LeBron James,38:17,5,15,.333,2,5,.400,9,12,.750,0,6,6,5,1,0,4,1,21,-1,0
Delonte West,35:28,2,5,.400,0,1,.000,1,1,1.000,1,5,6,8,0,0,1,3,5,-6,0
Anderson Varejao,30:39,5,8,.625,0,0,nan,5,9,.556,2,3,5,1,1,0,2,3,15,-6,0
Zydrunas Ilgauskas,27:45,4,8,.500,0,0,nan,4,6,.667,0,4,4,0,0,2,1,3,12,-8,0
Joe Smith,21:42,3,8,.375,0,0,nan,1,2,.500,3,2,5,0,0,0,0,2,7,-4,0
Daniel Gibson,17:19,1,2,.500,1,2,.500,0,0,nan,0,1,1,1,0,0,0,2,3,0,0
Wally Szczerbiak,15:19,2,3,.667,0,0,nan,0,0,nan,1,2,3,0,1,0,0,0,4,-8,0
J.J. Hickson,7:05,0,1,.000,0,0,nan,1,2,.500,0,1,1,0,0,0,2,0,1,-6,0
Sasha Pavlovic,4:20,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-2,0
Tarence Kinsey,1:27,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,1,0,0,0,0
Darnell Jackson,1:27,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,30,66,.455,7,14,.500,27,38,.711,9,26,35,17,4,2,11,16,94,nan,0
Paul Pierce,45:06,11,22,.500,3,6,.500,4,5,.800,0,4,4,8,0,0,2,2,29,+8,1
Kendrick Perkins,39:12,5,10,.500,0,0,nan,0,0,nan,3,5,8,0,0,2,1,3,10,+2,1
Ray Allen,36:39,6,12,.500,2,5,.400,3,3,1.000,1,5,6,4,1,0,1,4,17,+12,1
Rajon Rondo,30:11,3,8,.375,0,1,.000,0,0,nan,0,2,2,10,2,1,1,0,6,+8,1
Glen Davis,17:08,5,8,.625,0,0,nan,0,1,.000,1,1,2,1,0,0,1,4,10,+1,1
Leon Powe,26:24,9,11,.818,0,0,nan,2,3,.667,3,8,11,3,0,1,0,4,20,+16,1
Stephon Marbury,15:42,1,5,.200,0,2,.000,0,0,nan,0,0,0,3,0,0,1,1,2,0,1
Eddie House,15:22,2,4,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,0,5,+5,1
Mikki Moore,12:36,3,3,1.000,0,0,nan,0,0,nan,0,2,2,1,0,0,1,5,6,+3,1
J.R. Giddens,0:50,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,1,0,0,0,0,0,1
Henry Walker,0:50,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,30,66,.455,7,14,.500,27,38,.711,9,26,35,17,4,2,11,16,94,nan,240,1
