Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Serge Ibaka,43:20,6,16,.375,3,9,.333,0,0,nan,2,8,10,1,2,2,0,3,15,-15,0
Kevin Durant,39:56,12,23,.522,1,5,.200,7,9,.778,1,5,6,9,0,2,1,3,32,-12,0
Russell Westbrook,39:31,7,26,.269,3,6,.500,5,7,.714,4,5,9,11,2,1,2,3,22,+3,0
Kendrick Perkins,26:43,2,4,.500,0,0,nan,0,0,nan,1,3,4,1,1,0,2,6,4,+4,0
Andre Roberson,14:58,1,1,1.000,0,0,nan,0,0,nan,1,2,3,1,0,1,0,1,2,-2,0
Dion Waiters,33:02,5,15,.333,2,7,.286,2,2,1.000,0,3,3,2,1,0,1,2,14,-8,0
Nick Collison,16:37,1,1,1.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,3,2,+4,0
Anthony Morrow,16:00,2,3,.667,1,2,.500,0,0,nan,0,0,0,0,0,0,0,1,5,-9,0
Reggie Jackson,9:53,1,5,.200,0,1,.000,0,0,nan,1,4,5,0,0,0,2,1,2,-15,0
Jeremy Lamb,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Perry Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ish Smith,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Steven Adams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,94,.394,10,30,.333,14,18,.778,10,32,42,26,6,6,8,23,98,nan,0
Kyrie Irving,41:18,9,21,.429,3,7,.429,0,0,nan,0,2,2,6,2,0,2,2,21,-3,1
LeBron James,38:35,11,25,.440,2,6,.333,10,13,.769,0,7,7,5,1,2,2,1,34,+5,1
Kevin Love,35:45,6,10,.600,5,7,.714,2,4,.500,3,10,13,1,0,1,3,1,19,-5,1
J.R. Smith,32:25,4,14,.286,4,12,.333,2,2,1.000,0,2,2,2,0,0,0,1,14,-4,1
Timofey Mozgov,28:13,0,3,.000,0,0,nan,2,2,1.000,2,4,6,1,1,2,2,4,2,+2,1
Tristan Thompson,30:48,3,4,.750,0,0,nan,4,8,.500,5,11,16,1,0,3,0,3,10,+22,1
Iman Shumpert,13:45,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,1,0,2,0,3,+16,1
Matthew Dellavedova,12:03,1,2,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,2,3,+4,1
Shawn Marion,7:08,1,1,1.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,2,+13,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,94,.394,10,30,.333,14,18,.778,10,32,42,26,6,6,8,23,98,nan,240,1
