Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kawhi Leonard,33:29,4,12,.333,1,3,.333,0,1,.000,8,6,14,2,1,0,1,2,9,-21,0
Tony Parker,33:01,5,14,.357,0,1,.000,3,4,.750,1,2,3,5,0,1,5,0,13,-27,0
Tim Duncan,30:14,3,13,.231,0,0,nan,3,4,.750,3,8,11,1,0,0,1,1,9,-14,0
Danny Green,30:00,6,6,1.000,5,5,1.000,0,0,nan,0,1,1,1,0,1,1,4,17,-9,0
Tiago Splitter,22:37,2,5,.400,0,0,nan,0,0,nan,0,1,1,1,0,1,1,1,4,-2,0
Gary Neal,21:52,3,7,.429,2,3,.667,2,2,1.000,0,2,2,0,0,0,3,2,10,-28,0
Manu Ginobili,17:52,2,6,.333,1,4,.250,0,0,nan,0,2,2,1,1,0,3,3,5,-23,0
Boris Diaw,10:58,0,0,nan,0,0,nan,0,0,nan,0,0,0,2,0,0,0,1,0,-3,0
Cory Joseph,9:05,3,3,1.000,0,0,nan,2,3,.667,2,1,3,1,0,0,1,0,8,+12,0
Matt Bonner,7:43,2,4,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,0,5,+5,0
DeJuan Blair,7:43,1,4,.250,0,0,nan,0,0,nan,1,3,4,0,1,0,0,0,2,+5,0
Patty Mills,7:43,1,3,.333,0,2,.000,0,0,nan,0,0,0,0,0,0,0,0,2,+5,0
Tracy McGrady,7:43,0,1,.000,0,0,nan,0,0,nan,0,2,2,2,0,1,0,0,0,+5,0
Team Totals,240,32,78,.410,10,20,.500,10,14,.714,15,29,44,16,3,4,16,14,84,nan,0
LeBron James,40:33,7,17,.412,1,3,.333,2,2,1.000,1,7,8,7,3,3,2,2,17,+29,1
Mario Chalmers,35:22,6,12,.500,2,4,.500,5,5,1.000,0,4,4,2,1,0,0,1,19,+30,1
Chris Bosh,31:12,6,10,.600,0,0,nan,0,0,nan,4,6,10,4,3,1,0,1,12,+9,1
Dwyane Wade,29:34,5,13,.385,0,0,nan,0,2,.000,0,2,2,6,0,1,2,1,10,+4,1
Udonis Haslem,15:37,2,4,.500,0,0,nan,1,1,1.000,2,0,2,0,0,0,0,2,5,-3,1
Ray Allen,24:56,5,8,.625,3,5,.600,0,0,nan,0,1,1,0,0,0,0,0,13,+27,1
Mike Miller,15:57,3,3,1.000,3,3,1.000,0,0,nan,0,0,0,1,1,0,0,2,9,+22,1
Chris Andersen,14:19,3,3,1.000,0,0,nan,3,4,.750,1,3,4,0,1,1,1,5,9,+12,1
Norris Cole,12:38,1,5,.200,0,1,.000,0,0,nan,1,1,2,1,0,0,0,2,2,-11,1
Rashard Lewis,4:58,2,3,.667,0,0,nan,0,0,nan,0,1,1,1,0,0,1,0,4,-6,1
Shane Battier,4:58,1,3,.333,1,3,.333,0,0,nan,0,1,1,0,0,0,0,0,3,-6,1
Joel Anthony,4:58,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-6,1
James Jones,4:58,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-6,1
240,32,78,.410,10,20,.500,10,14,.714,15,29,44,16,3,4,16,14,84,nan,240,1
