Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Bradley Beal,37:32,6,18,.333,2,6,.333,5,6,.833,0,3,3,0,1,0,3,1,19,-38,0
Jordan Crawford,34:45,2,12,.167,1,5,.200,0,0,nan,0,1,1,6,3,0,6,1,5,-26,0
Chris Singleton,29:35,3,6,.500,0,2,.000,1,1,1.000,2,4,6,0,2,0,2,4,7,-25,0
Martell Webster,24:13,1,6,.167,0,1,.000,2,2,1.000,1,1,2,1,1,0,2,3,4,-30,0
Emeka Okafor,23:00,4,8,.500,0,0,nan,0,2,.000,4,6,10,0,0,0,1,2,8,-28,0
Cartier Martin,27:24,6,9,.667,4,6,.667,2,2,1.000,0,6,6,4,0,0,2,1,18,+2,0
Kevin Seraphin,22:06,3,8,.375,0,0,nan,0,0,nan,2,3,5,0,0,0,2,2,6,-4,0
Shaun Livingston,20:06,1,3,.333,0,0,nan,0,0,nan,1,4,5,4,1,0,2,1,2,+2,0
Jan Vesely,15:47,1,2,.500,0,0,nan,0,0,nan,0,2,2,1,0,0,1,2,2,-4,0
Earl Barron,5:32,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,1,1,+1,0
Team Totals,240,27,72,.375,7,20,.350,11,15,.733,10,30,40,16,8,0,21,18,72,nan,0
Mario Chalmers,31:40,4,8,.500,1,4,.250,0,0,nan,0,5,5,3,0,0,3,1,9,+32,1
LeBron James,30:33,8,15,.533,0,3,.000,7,11,.636,0,10,10,5,1,0,2,0,23,+36,1
Dwyane Wade,26:29,5,8,.625,0,0,nan,3,4,.750,0,3,3,6,2,0,1,2,13,+28,1
Chris Bosh,26:10,5,7,.714,0,2,.000,2,2,1.000,2,3,5,3,1,0,2,2,12,+21,1
Udonis Haslem,23:55,6,7,.857,0,0,nan,1,2,.500,3,4,7,1,2,0,0,2,13,+30,1
Norris Cole,21:54,1,6,.167,0,2,.000,1,2,.500,0,0,0,2,2,0,2,1,3,0,1
Shane Battier,20:19,2,7,.286,2,6,.333,0,0,nan,1,1,2,2,0,1,1,2,6,+7,1
Ray Allen,15:57,2,4,.500,2,3,.667,0,0,nan,1,1,2,1,1,0,0,2,6,0,1
Joel Anthony,12:50,2,5,.400,0,0,nan,0,0,nan,1,3,4,0,0,0,0,1,4,+2,1
Mike Miller,10:14,1,3,.333,1,3,.333,0,0,nan,0,1,1,1,0,0,0,0,3,-4,1
James Jones,7:13,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,1,0,3,-2,1
Rashard Lewis,7:13,1,4,.250,1,2,.500,0,0,nan,1,0,1,1,0,1,0,1,3,-2,1
Dexter Pittman,5:34,2,3,.667,0,0,nan,0,0,nan,2,1,3,0,0,0,0,1,4,+2,1
240,27,72,.375,7,20,.350,11,15,.733,10,30,40,16,8,0,21,18,72,nan,240,1
