Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Isaiah Thomas,35:47,5,19,.263,1,2,.500,11,11,1.000,1,3,4,4,1,0,4,2,22,+3,0
Avery Bradley,35:41,5,12,.417,4,8,.500,0,0,nan,0,3,3,1,0,1,2,3,14,-5,0
Jae Crowder,32:12,1,9,.111,1,5,.200,0,0,nan,2,5,7,2,0,0,0,5,3,-2,0
Jared Sullinger,24:19,5,11,.455,0,1,.000,2,5,.400,5,2,7,3,1,3,2,3,12,-1,0
Amir Johnson,13:42,3,3,1.000,0,0,nan,0,0,nan,2,4,6,1,0,0,0,4,6,-11,0
Evan Turner,32:11,8,16,.500,0,1,.000,3,4,.750,0,12,12,6,0,1,1,2,19,+11,0
Marcus Smart,21:14,3,7,.429,1,3,.333,1,1,1.000,0,1,1,3,2,0,1,2,8,+4,0
Tyler Zeller,19:49,8,10,.800,0,0,nan,0,0,nan,1,3,4,1,0,0,3,3,16,+5,0
Jonas Jerebko,13:07,0,0,nan,0,0,nan,2,2,1.000,0,5,5,0,1,0,1,2,2,+4,0
Kelly Olynyk,11:58,0,1,.000,0,0,nan,2,2,1.000,0,0,0,0,1,0,1,1,2,-3,0
James Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Terry Rozier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
David Lee,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,88,.432,7,20,.350,21,25,.840,11,38,49,21,6,5,15,27,104,nan,0
LeBron James,38:05,9,23,.391,0,5,.000,12,17,.706,3,4,7,4,2,1,6,2,30,-7,1
Kyrie Irving,37:29,7,15,.467,0,2,.000,5,6,.833,0,3,3,6,0,0,2,3,19,-4,1
J.R. Smith,33:15,7,15,.467,5,10,.500,1,2,.500,1,2,3,1,0,1,3,6,20,+6,1
Tristan Thompson,31:59,1,3,.333,0,0,nan,1,2,.500,4,6,10,0,1,2,0,3,3,-4,1
Kevin Love,21:40,4,10,.400,2,6,.333,0,0,nan,1,4,5,2,0,1,0,0,10,-2,1
Iman Shumpert,34:34,1,6,.167,1,5,.200,1,2,.500,3,5,8,3,5,1,1,4,4,+5,1
Richard Jefferson,19:15,3,6,.500,0,2,.000,1,3,.333,2,3,5,2,0,0,1,4,7,-4,1
Timofey Mozgov,17:54,3,6,.500,0,0,nan,0,3,.000,1,5,6,3,0,0,0,2,6,+8,1
Mo Williams,5:49,2,3,.667,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,4,-3,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Anderson Varejao,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jared Cunningham,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,88,.432,7,20,.350,21,25,.840,11,38,49,21,6,5,15,27,104,nan,240,1
