Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,31:34,11,19,.579,2,6,.333,6,11,.545,1,5,6,6,5,1,4,2,30,+30,0
Eric Snow,26:36,1,5,.200,0,0,nan,0,0,nan,0,4,4,7,0,0,1,3,2,+13,0
Drew Gooden,25:47,0,7,.000,0,0,nan,1,2,.500,2,10,12,1,2,1,2,1,1,+17,0
Sasha Pavlovic,25:26,3,4,.750,1,2,.500,0,0,nan,0,1,1,1,1,0,1,2,7,+12,0
Zydrunas Ilgauskas,18:24,6,8,.750,0,0,nan,7,7,1.000,2,3,5,1,0,1,4,3,19,+9,0
Damon Jones,29:29,3,9,.333,1,5,.200,0,0,nan,0,1,1,3,0,0,0,2,7,-2,0
Donyell Marshall,23:40,6,11,.545,2,5,.400,0,0,nan,2,4,6,0,0,1,0,2,14,+6,0
Luke Jackson,22:24,3,3,1.000,0,0,nan,4,5,.800,0,1,1,2,0,0,2,2,10,-7,0
Anderson Varejao,20:22,3,7,.429,0,0,nan,0,0,nan,3,7,10,1,2,0,1,4,6,+1,0
Mike Wilks,8:31,0,3,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,3,2,2,-10,0
Alan Henderson,7:47,2,2,1.000,0,0,nan,1,2,.500,0,0,0,0,0,0,2,0,5,-9,0
Team Totals,240,38,78,.487,6,19,.316,21,29,.724,10,37,47,24,10,4,20,23,103,nan,0
Brevin Knight,35:23,3,10,.300,0,0,nan,1,2,.500,1,2,3,14,2,2,4,3,7,-11,1
Jumaine Jones,28:43,4,11,.364,3,8,.375,0,0,nan,2,2,4,2,0,0,1,3,11,-24,1
Primoz Brezec,25:34,3,7,.429,0,0,nan,3,6,.500,1,2,3,1,0,2,0,1,9,-27,1
Melvin Ely,22:54,6,9,.667,0,0,nan,0,0,nan,0,4,4,2,1,0,1,4,12,-2,1
Raymond Felton,12:29,1,4,.250,0,1,.000,1,3,.333,0,0,0,1,2,0,1,2,3,-12,1
Bernard Robinson,27:02,3,9,.333,0,0,nan,0,0,nan,3,2,5,1,2,0,1,2,6,+2,1
Jake Voskuhl,25:40,4,4,1.000,0,0,nan,0,0,nan,6,6,12,3,0,1,2,3,8,+6,1
Matt Carroll,18:28,4,9,.444,1,4,.250,3,5,.600,1,4,5,0,2,0,5,2,12,+4,1
Kareem Rush,17:03,4,10,.400,1,5,.200,0,0,nan,0,2,2,0,1,0,0,0,9,-4,1
Alan Anderson,14:07,5,8,.625,0,1,.000,4,5,.800,0,1,1,1,0,0,1,0,14,+9,1
Kevin Burleson,12:37,0,4,.000,0,2,.000,0,0,nan,0,2,2,1,0,0,0,3,0,-1,1
240,38,78,.487,6,19,.316,21,29,.724,10,37,47,24,10,4,20,23,103,nan,240,1
