Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Durant,43:16,13,24,.542,3,6,.500,3,3,1.000,2,9,11,3,2,1,7,5,32,-23,0
Russell Westbrook,43:16,4,20,.200,0,5,.000,11,13,.846,0,4,4,6,2,0,2,3,19,-23,0
Serge Ibaka,25:47,3,9,.333,0,0,nan,3,4,.750,4,0,4,0,0,2,0,3,9,-26,0
Kendrick Perkins,19:45,1,4,.250,0,0,nan,0,0,nan,0,4,4,0,1,0,1,5,2,-14,0
Thabo Sefolosha,9:19,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,2,0,-5,0
James Harden,35:40,5,11,.455,3,8,.375,6,6,1.000,1,3,4,5,2,0,3,2,19,-17,0
Derek Fisher,28:48,4,7,.571,3,6,.500,0,0,nan,1,3,4,3,0,0,0,4,11,-1,0
Nick Collison,16:56,1,3,.333,0,0,nan,0,0,nan,2,2,4,1,0,0,0,3,2,+3,0
Daequan Cook,4:44,1,2,.500,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,2,+8,0
Cole Aldrich,4:44,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,+8,0
Lazar Hayward,4:44,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,0,1,2,+8,0
Royal Ivey,3:01,2,2,1.000,2,2,1.000,0,0,nan,0,0,0,0,0,0,0,0,6,+7,0
Team Totals,240,36,87,.414,11,28,.393,23,26,.885,10,28,38,19,7,3,13,29,106,nan,0
LeBron James,44:09,9,19,.474,0,3,.000,8,9,.889,4,7,11,13,1,2,6,2,26,+20,1
Dwyane Wade,34:40,7,12,.583,0,0,nan,6,9,.667,2,6,8,3,2,3,1,4,20,+25,1
Chris Bosh,34:25,9,14,.643,1,1,1.000,5,5,1.000,0,7,7,0,1,2,0,1,24,+29,1
Mario Chalmers,33:56,3,6,.500,2,4,.500,2,2,1.000,1,1,2,7,2,0,4,3,10,+25,1
Shane Battier,28:42,4,8,.500,3,7,.429,0,0,nan,0,4,4,1,1,0,1,4,11,+8,1
Mike Miller,23:14,7,11,.636,7,8,.875,2,2,1.000,0,5,5,0,1,0,0,4,23,+14,1
Norris Cole,16:40,1,4,.250,1,2,.500,0,0,nan,0,1,1,0,0,0,0,2,3,-12,1
Udonis Haslem,10:34,0,1,.000,0,0,nan,1,2,.500,1,0,1,1,0,0,0,1,1,-7,1
James Jones,4:37,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,0,0,-6,1
Terrel Harris,3:01,0,0,nan,0,0,nan,3,4,.750,0,1,1,0,0,0,0,0,3,-7,1
Ronny Turiaf,3:01,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-7,1
Juwan Howard,3:01,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-7,1
240,36,87,.414,11,28,.393,23,26,.885,10,28,38,19,7,3,13,29,106,nan,240,1
