Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Durant,40:32,7,17,.412,2,6,.333,9,10,.900,0,3,3,5,0,2,4,0,25,-2,0
Serge Ibaka,38:13,8,14,.571,2,5,.400,5,6,.833,3,6,9,1,0,1,1,0,23,+10,0
Russell Westbrook,34:28,10,18,.556,1,3,.333,6,6,1.000,0,3,3,10,3,0,4,4,27,-4,0
Steven Adams,27:16,2,3,.667,0,0,nan,0,0,nan,3,2,5,0,0,1,2,6,4,+3,0
Andre Roberson,20:58,2,3,.667,1,1,1.000,0,0,nan,2,2,4,2,1,3,1,0,5,+3,0
Dion Waiters,21:00,1,7,.143,0,3,.000,2,4,.500,0,2,2,0,1,0,0,4,4,-11,0
Enes Kanter,18:27,2,4,.500,0,0,nan,2,2,1.000,0,6,6,0,0,0,0,1,6,-10,0
Kyle Singler,16:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,2,2,0,0,0,0,0,0
D.J. Augustin,14:29,1,5,.200,0,2,.000,0,0,nan,0,2,2,3,0,0,0,1,2,-1,0
Nick Collison,7:53,2,3,.667,0,0,nan,0,0,nan,1,1,2,0,0,0,0,4,4,-8,0
Cameron Payne,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Steve Novak,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Josh Huestis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,74,.473,6,20,.300,24,28,.857,9,27,36,23,7,7,12,20,100,nan,0
LeBron James,39:37,12,27,.444,2,5,.400,7,8,.875,2,7,9,11,2,0,7,2,33,+5,1
Matthew Dellavedova,38:45,3,10,.300,3,6,.500,2,2,1.000,2,3,5,10,0,0,1,3,11,+1,1
Kevin Love,32:29,4,10,.400,2,5,.400,1,1,1.000,1,6,7,5,2,0,3,2,11,-10,1
J.R. Smith,24:47,5,12,.417,1,5,.200,0,0,nan,0,3,3,0,1,0,0,4,11,-8,1
Timofey Mozgov,20:51,3,5,.600,0,0,nan,0,0,nan,0,0,0,1,0,0,1,2,6,0,1
Tristan Thompson,34:51,7,10,.700,0,0,nan,0,2,.000,11,4,15,1,0,1,1,3,14,+13,1
Richard Jefferson,31:41,5,9,.556,3,6,.500,0,0,nan,0,2,2,1,0,0,1,2,13,+9,1
Jared Cunningham,13:25,2,3,.667,1,2,.500,0,0,nan,0,1,1,0,1,0,2,4,5,+13,1
Anderson Varejao,3:34,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mo Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,74,.473,6,20,.300,24,28,.857,9,27,36,23,7,7,12,20,100,nan,240,1
