Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
DeMarre Carroll,34:53,4,12,.333,0,6,.000,2,2,1.000,1,4,5,1,0,0,0,5,10,-22,0
Allen Crabbe,30:12,6,12,.500,3,6,.500,0,1,.000,1,3,4,2,1,0,3,2,15,-6,0
Spencer Dinwiddie,27:05,3,7,.429,2,5,.400,0,0,nan,0,1,1,10,1,0,3,3,8,-10,0
Rondae Hollis-Jefferson,24:42,8,11,.727,0,1,.000,4,5,.800,1,5,6,2,0,0,1,3,20,-11,0
Tyler Zeller,21:29,2,4,.500,1,1,1.000,2,2,1.000,2,5,7,0,0,0,1,1,7,-2,0
Joe Harris,28:43,7,10,.700,4,7,.571,0,2,.000,1,4,5,4,2,1,3,3,18,+2,0
Caris LeVert,22:43,4,9,.444,0,2,.000,1,2,.500,1,6,7,5,1,0,3,3,9,-1,0
Quincy Acy,19:19,2,7,.286,2,5,.400,2,2,1.000,0,3,3,0,0,0,2,1,8,-11,0
Jarrett Allen,18:35,3,3,1.000,0,0,nan,0,0,nan,1,3,4,2,0,1,1,0,6,+10,0
Sean Kilpatrick,12:19,3,6,.500,2,4,.500,0,0,nan,0,0,0,0,0,0,2,0,8,+1,0
Trevor Booker,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Timofey Mozgov,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Isaiah Whitehead,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,42,81,.519,14,37,.378,11,16,.688,8,34,42,26,5,2,19,21,109,nan,0
LeBron James,33:26,11,17,.647,4,7,.571,7,9,.778,1,5,6,5,2,0,3,2,33,+20,1
J.R. Smith,33:03,1,4,.250,1,3,.333,0,0,nan,0,2,2,1,1,0,1,3,3,+3,1
Kevin Love,31:15,7,17,.412,0,4,.000,4,6,.667,2,8,10,3,0,1,1,4,18,+10,1
Jae Crowder,26:21,4,5,.800,3,3,1.000,3,3,1.000,0,1,1,1,2,0,1,0,14,+6,1
Jose Calderon,19:50,2,4,.500,1,3,.333,0,0,nan,0,1,1,2,1,0,1,1,5,0,1
Dwyane Wade,28:17,8,13,.615,1,1,1.000,1,4,.250,0,4,4,5,1,0,2,2,18,+8,1
Kyle Korver,27:40,3,7,.429,2,6,.333,4,5,.800,0,3,3,3,0,1,1,1,12,+10,1
Channing Frye,16:13,4,7,.571,1,3,.333,0,0,nan,1,2,3,0,0,0,0,2,9,+1,1
Jeff Green,15:33,2,6,.333,1,3,.333,0,0,nan,0,2,2,1,0,0,0,3,5,-4,1
Cedi Osman,7:26,1,2,.500,0,1,.000,0,0,nan,0,1,1,0,1,0,0,1,2,-4,1
Ante Zizic,0:28,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
John Holland,0:28,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,42,81,.519,14,37,.378,11,16,.688,8,34,42,26,5,2,19,21,109,nan,240,1
