Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Norris Cole,52:09,8,14,.571,2,5,.400,0,0,nan,1,1,2,7,1,0,4,2,18,-9,0
LeBron James,49:22,12,21,.571,2,5,.400,10,12,.833,3,4,7,5,0,0,4,6,36,-1,0
Chris Bosh,43:42,4,9,.444,0,2,.000,2,2,1.000,4,6,10,2,1,1,2,3,10,-15,0
Ray Allen,42:54,2,14,.143,0,5,.000,5,6,.833,1,3,4,2,1,0,0,5,9,-16,0
Rashard Lewis,29:29,5,9,.556,2,4,.500,0,0,nan,0,1,1,1,2,0,1,4,12,-14,0
Chris Andersen,32:09,2,3,.667,0,0,nan,0,2,.000,1,8,9,0,0,1,0,2,4,-2,0
Roger Mason,20:38,0,3,.000,0,2,.000,3,3,1.000,0,2,2,1,0,0,1,0,3,+7,0
Michael Beasley,19:37,1,7,.143,0,0,nan,1,2,.500,1,3,4,1,0,0,2,2,3,+5,0
Mario Chalmers,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Dwyane Wade,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,290,34,80,.425,6,23,.261,21,27,.778,11,28,39,19,5,2,14,24,95,nan,0
Shaun Livingston,51:13,6,11,.545,0,0,nan,7,8,.875,3,8,11,5,1,3,4,4,19,+11,1
Joe Johnson,46:02,14,25,.560,4,6,.667,0,0,nan,0,4,4,5,1,0,2,0,32,+18,1
Paul Pierce,44:28,7,17,.412,2,6,.333,7,9,.778,1,4,5,3,0,0,1,4,23,+21,1
Kevin Garnett,36:11,5,8,.625,0,0,nan,2,2,1.000,0,10,10,3,0,1,1,0,12,+17,1
Alan Anderson,34:55,1,5,.200,0,3,.000,0,0,nan,0,2,2,2,0,0,0,4,2,+10,1
Andrei Kirilenko,22:06,0,2,.000,0,0,nan,1,2,.500,4,1,5,1,2,0,1,4,1,-9,1
Jason Terry,18:03,1,3,.333,0,1,.000,0,0,nan,0,1,1,1,0,0,0,3,2,-4,1
Mirza Teletovic,14:18,1,4,.250,1,4,.250,0,0,nan,0,0,0,0,1,0,2,1,3,-9,1
Andray Blatche,13:35,4,10,.400,0,0,nan,0,0,nan,4,4,8,1,1,0,0,2,8,-10,1
Reggie Evans,7:19,1,1,1.000,0,0,nan,0,0,nan,1,2,3,0,1,0,1,0,2,+4,1
Mason Plumlee,0:55,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Tyshawn Taylor,0:55,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-2,1
Deron Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
290,34,80,.425,6,23,.261,21,27,.778,11,28,39,19,5,2,14,24,95,nan,290,1
