Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Boris Diaw,37:45,5,12,.417,0,1,.000,0,0,nan,3,5,8,6,2,1,3,1,10,-24,0
Gerald Wallace,32:56,6,10,.600,0,2,.000,2,3,.667,0,0,0,3,1,0,2,3,14,-16,0
Raymond Felton,31:05,6,11,.545,0,1,.000,3,3,1.000,0,1,1,2,2,0,1,1,15,-30,0
Emeka Okafor,25:07,2,7,.286,0,0,nan,3,4,.750,2,4,6,0,1,2,4,3,7,-12,0
Matt Carroll,17:52,1,8,.125,0,2,.000,0,0,nan,1,2,3,1,1,0,1,2,2,-10,0
D.J. Augustin,34:54,3,8,.375,2,5,.400,3,3,1.000,0,3,3,3,0,0,2,2,11,-30,0
Sean Singletary,19:45,4,7,.571,1,2,.500,4,4,1.000,1,2,3,0,1,0,0,1,13,+7,0
Ryan Hollins,16:55,1,3,.333,0,0,nan,3,5,.600,2,2,4,0,1,1,0,3,5,0,0
Adam Morrison,12:05,1,6,.167,0,2,.000,0,0,nan,0,2,2,0,1,0,1,0,2,-14,0
Alexis Ajinca,7:58,0,2,.000,0,0,nan,2,2,1.000,0,3,3,0,0,0,1,3,2,-7,0
Juwan Howard,3:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-14,0
Team Totals,240,29,74,.392,3,15,.200,20,24,.833,9,24,33,15,10,4,16,20,81,nan,0
Delonte West,34:06,3,5,.600,0,1,.000,1,1,1.000,1,4,5,7,3,1,1,1,7,+30,1
Anderson Varejao,32:34,6,9,.667,0,0,nan,2,3,.667,3,3,6,1,2,1,2,3,14,+16,1
LeBron James,30:59,9,16,.563,0,1,.000,3,3,1.000,0,4,4,4,2,2,4,1,21,+23,1
Mo Williams,26:44,5,11,.455,1,4,.250,4,4,1.000,0,2,2,6,1,0,3,2,15,+10,1
Ben Wallace,21:08,2,3,.667,0,0,nan,0,0,nan,2,7,9,1,0,1,1,1,4,+10,1
Wally Szczerbiak,28:59,5,9,.556,3,3,1.000,2,4,.500,0,5,5,2,0,0,2,2,15,+18,1
Daniel Gibson,24:13,6,8,.750,3,4,.750,0,0,nan,1,1,2,3,2,0,1,2,15,+14,1
J.J. Hickson,23:03,6,9,.667,0,0,nan,1,3,.333,2,4,6,0,0,1,2,2,13,+17,1
Sasha Pavlovic,6:10,1,2,.500,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,2,+6,1
Darnell Jackson,5:42,1,2,.500,0,0,nan,1,1,1.000,0,1,1,0,0,0,0,3,3,+3,1
Lorenzen Wright,3:57,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+4,1
Tarence Kinsey,2:25,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,2,-1,1
240,29,74,.392,3,15,.200,20,24,.833,9,24,33,15,10,4,16,20,81,nan,240,1
