Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dwyane Wade,42:26,12,25,.480,0,1,.000,10,12,.833,2,6,8,2,2,0,3,2,34,-4,0
Chris Bosh,41:38,1,18,.056,0,0,nan,5,6,.833,1,8,9,1,0,1,1,2,7,+2,0
LeBron James,41:26,12,21,.571,0,4,.000,5,6,.833,0,10,10,5,2,1,2,1,29,+3,0
Mario Chalmers,39:44,4,6,.667,2,2,1.000,2,2,1.000,0,4,4,4,2,0,1,5,12,0,0
Erick Dampier,28:43,2,2,1.000,0,0,nan,1,1,1.000,2,3,5,0,0,2,3,4,5,+1,0
Joel Anthony,17:55,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,1,1,3,0,-6,0
Eddie House,14:51,1,4,.250,0,2,.000,0,0,nan,0,2,2,0,1,0,1,4,2,-10,0
James Jones,13:17,0,3,.000,0,3,.000,0,0,nan,0,0,0,0,1,0,0,2,0,-6,0
Team Totals,240,32,79,.405,2,12,.167,23,27,.852,6,33,39,12,8,5,12,23,89,nan,0
Luol Deng,40:41,7,12,.583,1,4,.250,5,5,1.000,3,7,10,5,1,1,4,4,20,+12,1
Derrick Rose,37:22,9,24,.375,1,5,.200,7,8,.875,0,5,5,6,0,0,4,2,26,-2,1
Carlos Boozer,32:25,7,12,.583,0,0,nan,2,2,1.000,3,6,9,2,0,0,3,3,16,-3,1
Joakim Noah,27:09,3,6,.500,0,0,nan,1,2,.500,3,5,8,0,0,0,1,5,7,-11,1
Keith Bogans,17:22,0,4,.000,0,4,.000,2,2,1.000,0,1,1,0,1,0,0,2,2,-2,1
Ronnie Brewer,20:44,4,6,.667,0,0,nan,0,0,nan,0,4,4,1,4,0,2,3,8,+6,1
Omer Asik,20:44,0,0,nan,0,0,nan,0,0,nan,1,10,11,0,0,1,0,2,0,+17,1
Kyle Korver,17:14,2,7,.286,2,6,.333,1,2,.500,0,0,0,2,0,0,0,0,7,-8,1
Taj Gibson,15:19,2,8,.250,0,0,nan,1,2,.500,2,0,2,0,0,1,0,4,5,+6,1
C.J. Watson,11:01,0,3,.000,0,2,.000,2,2,1.000,1,2,3,1,1,0,0,2,2,+5,1
240,32,79,.405,2,12,.167,23,27,.852,6,33,39,12,8,5,12,23,89,nan,240,1
