Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Khris Middleton,41:11,8,17,.471,2,7,.286,2,2,1.000,0,7,7,11,3,0,2,5,20,0,0
Tony Snell,40:25,3,3,1.000,2,2,1.000,0,0,nan,0,3,3,3,2,1,0,2,8,-2,0
Giannis Antetokounmpo,40:14,16,21,.762,0,0,nan,8,11,.727,4,5,9,3,0,3,7,6,40,-7,0
Malcolm Brogdon,37:22,9,17,.529,4,6,.667,0,0,nan,1,4,5,6,0,1,2,3,22,+1,0
John Henson,17:35,3,4,.750,0,0,nan,1,2,.500,1,2,3,1,0,2,3,5,7,-5,0
Mirza Teletovic,16:50,6,11,.545,4,8,.500,0,0,nan,1,1,2,0,0,0,0,4,16,0,0
Matthew Dellavedova,16:12,0,3,.000,0,2,.000,1,1,1.000,1,1,2,4,0,0,2,2,1,-10,0
Thon Maker,15:05,2,5,.400,1,4,.250,0,0,nan,0,1,1,1,1,1,0,3,5,+1,0
DeAndre Liggins,8:09,0,1,.000,0,0,nan,0,0,nan,0,3,3,0,0,0,0,1,0,+5,0
Jason Terry,6:58,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-8,0
Sterling Brown,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Rashad Vaughn,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
D.J. Wilson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,47,83,.566,13,30,.433,12,16,.750,8,28,36,29,6,8,16,31,119,nan,0
LeBron James,36:42,10,20,.500,2,4,.500,8,10,.800,1,7,8,9,3,0,1,1,30,+6,1
J.R. Smith,36:34,7,12,.583,5,7,.714,1,2,.500,1,0,1,0,1,0,1,3,20,+5,1
Kevin Love,34:51,9,14,.643,0,0,nan,14,16,.875,8,8,16,3,2,1,2,1,32,+2,1
Derrick Rose,25:23,4,10,.400,0,1,.000,2,2,1.000,0,1,1,2,0,0,4,0,10,0,1
Jae Crowder,25:21,1,5,.200,1,2,.500,2,2,1.000,0,1,1,1,0,0,1,4,5,+5,1
Dwyane Wade,26:52,4,8,.500,0,0,nan,2,2,1.000,1,2,3,3,1,2,1,4,10,+2,1
Iman Shumpert,19:17,3,3,1.000,0,0,nan,0,0,nan,0,5,5,0,0,0,0,0,6,0,1
Kyle Korver,18:29,2,5,.400,1,4,.250,2,2,1.000,1,2,3,0,0,1,1,2,7,+3,1
Jeff Green,16:31,1,5,.200,0,0,nan,2,2,1.000,0,1,1,0,0,0,1,1,4,+2,1
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,47,83,.566,13,30,.433,12,16,.750,8,28,36,29,6,8,16,31,119,nan,240,1
