Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Delonte West,42:40,5,11,.455,1,2,.500,1,2,.500,0,1,1,3,1,0,4,5,12,-13,0
LeBron James,41:57,11,28,.393,1,8,.125,18,24,.750,0,7,7,9,2,1,2,3,41,-12,0
Mo Williams,41:51,5,16,.313,3,10,.300,2,3,.667,3,4,7,3,0,0,5,4,15,-9,0
Zydrunas Ilgauskas,30:53,3,10,.300,0,3,.000,3,4,.750,1,8,9,1,0,1,0,6,9,-9,0
Anderson Varejao,20:15,1,2,.500,0,0,nan,2,2,1.000,3,1,4,0,1,0,2,6,4,-2,0
Sasha Pavlovic,25:04,0,2,.000,0,2,.000,0,0,nan,0,4,4,1,1,0,1,3,0,0,0
Joe Smith,19:18,2,6,.333,0,0,nan,0,0,nan,0,4,4,0,2,1,0,3,4,0,0
Ben Wallace,15:05,2,2,1.000,0,0,nan,0,0,nan,4,2,6,0,0,0,1,3,4,-3,0
Daniel Gibson,2:57,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Tarence Kinsey,0:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,0
Team Totals,240,29,78,.372,5,26,.192,26,35,.743,11,31,42,17,7,3,15,34,89,nan,0
Hedo Turkoglu,41:23,1,11,.091,0,1,.000,11,12,.917,0,10,10,7,1,0,3,2,13,+20,1
Rashard Lewis,39:32,5,8,.625,2,4,.500,3,5,.600,0,2,2,1,0,0,2,5,15,+10,1
Courtney Lee,37:23,4,9,.444,1,2,.500,0,0,nan,1,3,4,3,3,0,1,1,9,+8,1
Rafer Alston,36:53,6,13,.462,2,4,.500,4,4,1.000,0,4,4,3,3,0,3,2,18,+17,1
Dwight Howard,27:54,5,8,.625,0,0,nan,14,19,.737,4,5,9,2,0,0,1,6,24,+9,1
Mickael Pietrus,26:04,4,9,.444,1,5,.200,7,7,1.000,3,3,6,0,2,2,3,3,16,-2,1
Marcin Gortat,23:37,2,3,.667,0,0,nan,0,2,.000,0,5,5,0,0,2,0,2,4,-2,1
Anthony Johnson,6:16,0,2,.000,0,1,.000,0,2,.000,0,0,0,0,0,0,0,2,0,-10,1
Tony Battie,0:58,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,0,1
240,29,78,.372,5,26,.192,26,35,.743,11,31,42,17,7,3,15,34,89,nan,240,1
