Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Cuttino Mobley,45:21,7,16,.438,0,2,.000,5,6,.833,1,5,6,1,1,2,0,1,19,-19,0
Tim Thomas,38:45,6,13,.462,0,4,.000,3,4,.750,0,5,5,3,0,1,2,3,15,-2,0
Josh Powell,36:43,6,11,.545,0,1,.000,1,2,.500,2,3,5,2,2,1,1,3,13,0,0
Quinton Ross,28:06,3,7,.429,0,0,nan,0,0,nan,2,3,5,2,1,0,1,2,6,-16,0
Sam Cassell,26:16,3,9,.333,0,0,nan,0,0,nan,0,2,2,3,0,0,3,3,6,-19,0
Al Thornton,34:34,7,21,.333,3,5,.600,6,8,.750,2,5,7,1,0,0,0,4,23,-5,0
Brevin Knight,21:24,1,2,.500,0,0,nan,0,0,nan,0,4,4,6,0,0,1,3,2,+5,0
Aaron Williams,8:31,0,3,.000,0,0,nan,0,0,nan,1,0,1,0,0,1,0,2,0,-14,0
Dan Dickau,0:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,33,82,.402,3,12,.250,15,20,.750,8,27,35,18,4,5,8,21,84,nan,0
LeBron James,43:48,8,19,.421,1,4,.250,11,16,.688,0,11,11,7,2,1,3,2,28,+15,1
Zydrunas Ilgauskas,35:31,9,11,.818,0,0,nan,4,6,.667,5,8,13,4,1,4,5,4,22,+29,1
Drew Gooden,31:14,6,10,.600,0,0,nan,2,2,1.000,6,6,12,0,0,0,2,4,14,+9,1
Larry Hughes,31:14,3,10,.300,1,4,.250,3,4,.750,0,3,3,0,1,0,0,2,10,+9,1
Ira Newble,17:38,2,5,.400,0,1,.000,0,0,nan,1,1,2,0,0,0,1,1,4,+12,1
Daniel Gibson,33:44,4,8,.500,2,5,.400,1,1,1.000,1,3,4,1,1,1,0,1,11,+1,1
Damon Jones,18:18,1,4,.250,1,4,.250,0,0,nan,0,1,1,4,0,0,0,0,3,+4,1
Devin Brown,16:03,2,7,.286,1,4,.250,0,0,nan,0,2,2,1,0,0,0,3,5,+6,1
Dwayne Jones,12:29,0,0,nan,0,0,nan,1,4,.250,0,2,2,0,0,0,0,2,1,-15,1
240,33,82,.402,3,12,.250,15,20,.750,8,27,35,18,4,5,8,21,84,nan,240,1
