Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Antawn Jamison,43:27,6,17,.353,0,1,.000,4,7,.571,1,8,9,2,3,0,2,0,16,0,0
Brendan Haywood,41:45,4,6,.667,0,0,nan,5,6,.833,0,3,3,1,0,0,3,5,13,0,0
DeShawn Stevenson,41:15,5,13,.385,4,8,.500,4,4,1.000,0,2,2,3,1,0,0,3,18,0,0
Andray Blatche,29:04,6,8,.750,0,0,nan,0,0,nan,2,5,7,1,1,4,1,3,12,-1,0
Antonio Daniels,27:59,3,7,.429,0,1,.000,0,2,.000,0,1,1,8,2,0,0,1,6,-2,0
Darius Songaila,20:19,6,11,.545,0,0,nan,7,8,.875,0,5,5,1,0,0,0,2,19,-1,0
Roger Mason,20:16,1,4,.250,0,2,.000,1,2,.500,0,1,1,1,2,0,0,0,3,+1,0
Dominic McGuire,9:11,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,-1,0
Nick Young,6:45,1,4,.250,0,1,.000,0,0,nan,0,3,3,0,0,0,2,2,2,-1,0
Team Totals,240,32,70,.457,4,13,.308,21,29,.724,3,28,31,18,9,4,8,17,89,nan,0
LeBron James,44:32,11,20,.550,2,6,.333,9,14,.643,3,12,15,8,1,1,3,1,33,+2,1
Damon Jones,44:07,10,16,.625,7,11,.636,0,0,nan,0,0,0,4,1,0,1,2,27,+2,1
Devin Brown,43:04,5,11,.455,0,4,.000,0,0,nan,4,6,10,7,2,0,4,4,10,+5,1
Zydrunas Ilgauskas,36:26,4,10,.400,0,0,nan,0,1,.000,2,6,8,2,0,1,0,5,8,-4,1
Eric Snow,32:19,1,6,.167,0,0,nan,1,2,.500,0,2,2,1,0,1,2,3,3,+3,1
Billy Thomas,19:09,3,11,.273,3,11,.273,0,0,nan,0,2,2,0,0,0,3,2,9,-3,1
Dwayne Jones,13:22,0,1,.000,0,0,nan,0,0,nan,4,1,5,1,0,0,0,4,0,+2,1
Kaniel Dickens,7:01,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,1,0,1,0,-2,1
240,32,70,.457,4,13,.308,21,29,.724,3,28,31,18,9,4,8,17,89,nan,240,1
