Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:00,8,17,.471,0,0,nan,1,2,.500,1,7,8,9,2,1,5,3,17,+23,0
Jeff McInnis,34:00,6,13,.462,2,3,.667,1,1,1.000,0,2,2,6,1,0,1,0,15,+26,0
Drew Gooden,30:00,3,10,.300,0,0,nan,4,4,1.000,4,9,13,0,1,4,3,2,10,+24,0
Zydrunas Ilgauskas,19:00,2,7,.286,0,0,nan,4,4,1.000,2,2,4,1,1,0,1,6,8,+6,0
Ira Newble,17:00,2,3,.667,0,0,nan,0,0,nan,0,0,0,1,0,0,1,2,4,+8,0
Lucious Harris,27:00,5,9,.556,2,2,1.000,1,2,.500,2,1,3,4,1,0,0,0,13,+6,0
Robert Traylor,25:00,7,16,.438,0,1,.000,1,1,1.000,4,5,9,1,1,0,1,4,15,+16,0
Eric Snow,22:00,0,3,.000,0,0,nan,1,2,.500,0,1,1,2,0,0,0,1,1,+2,0
Anderson Varejao,15:00,2,3,.667,0,0,nan,3,5,.600,0,1,1,0,0,2,0,3,7,-6,0
Luke Jackson,6:00,1,4,.250,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,2,-7,0
Sasha Pavlovic,4:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,2,0,-3,0
Team Totals,240,36,86,.419,4,7,.571,16,21,.762,13,28,41,25,7,7,13,23,92,nan,0
Andre Miller,38:00,4,10,.400,0,1,.000,2,2,1.000,1,4,5,5,0,0,2,1,10,-16,1
Marcus Camby,31:00,2,5,.400,0,0,nan,3,4,.750,2,8,10,2,0,4,2,3,7,-13,1
Carmelo Anthony,29:00,6,20,.300,0,1,.000,2,4,.500,1,3,4,0,0,1,5,2,14,-16,1
Kenyon Martin,24:00,2,11,.182,0,0,nan,2,2,1.000,1,2,3,3,0,0,2,4,6,-16,1
Greg Buckner,22:00,3,4,.750,1,1,1.000,1,1,1.000,1,1,2,1,1,1,1,2,8,-5,1
Earl Boykins,27:00,3,8,.375,0,1,.000,3,4,.750,0,0,0,2,0,0,1,2,9,-13,1
Nene Hilario,20:00,2,5,.400,0,0,nan,0,2,.000,3,5,8,0,1,1,2,3,4,-12,1
Bryon Russell,17:00,0,2,.000,0,2,.000,4,4,1.000,0,3,3,1,0,0,0,3,4,-12,1
Rodney White,13:00,3,5,.600,0,1,.000,1,2,.500,2,3,5,1,0,0,0,0,7,+11,1
Nikoloz Tskitishvili,12:00,1,4,.250,0,3,.000,0,0,nan,0,2,2,0,0,0,3,3,2,-1,1
DerMarr Johnson,7:00,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,2,-2,1
240,36,86,.419,4,7,.571,16,21,.762,13,28,41,25,7,7,13,23,92,nan,240,1
