Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Lance Stephenson,39:21,4,8,.500,2,4,.500,0,0,nan,1,5,6,5,2,0,2,1,10,-19,0
George Hill,37:50,4,14,.286,3,7,.429,2,2,1.000,0,4,4,1,0,0,2,3,13,-14,0
Roy Hibbert,37:49,7,11,.636,0,0,nan,4,5,.800,2,6,8,1,0,0,3,5,18,-7,0
David West,37:13,6,15,.400,0,0,nan,2,3,.667,3,3,6,1,1,2,6,4,14,-24,0
Paul George,33:51,2,9,.222,1,4,.250,2,4,.500,0,7,7,4,0,0,3,6,7,-14,0
Tyler Hansbrough,10:47,2,2,1.000,0,0,nan,2,2,1.000,1,1,2,0,0,0,1,2,6,+1,0
Gerald Green,10:45,1,5,.200,0,4,.000,0,0,nan,0,1,1,0,0,0,1,4,2,+2,0
D.J. Augustin,9:25,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,-15,0
Ian Mahinmi,8:44,0,0,nan,0,0,nan,0,2,.000,1,0,1,0,0,1,2,2,0,-14,0
Sam Young,5:20,0,1,.000,0,1,.000,0,0,nan,0,1,1,1,0,0,1,0,0,-11,0
Orlando Johnson,3:44,1,1,1.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,2,+1,0
Ben Hansbrough,3:44,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,+1,0
Jeff Ayres,1:27,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-2,0
Team Totals,240,28,69,.406,6,20,.300,14,20,.700,8,29,37,14,3,3,21,28,76,nan,0
LeBron James,40:49,8,17,.471,1,2,.500,15,16,.938,2,6,8,4,2,1,2,1,32,+21,1
Dwyane Wade,35:24,7,17,.412,0,0,nan,7,7,1.000,6,3,9,1,2,1,4,2,21,+17,1
Chris Bosh,30:29,3,13,.231,1,2,.500,2,2,1.000,2,6,8,1,1,3,1,2,9,+17,1
Mario Chalmers,28:14,3,8,.375,0,2,.000,1,2,.500,0,2,2,1,0,0,0,5,7,+4,1
Udonis Haslem,18:00,1,4,.250,0,0,nan,1,2,.500,2,2,4,0,1,0,0,2,3,+3,1
Ray Allen,21:08,3,6,.500,3,5,.600,1,1,1.000,1,2,3,1,0,0,1,3,10,+19,1
Norris Cole,19:28,3,4,.750,1,1,1.000,1,2,.500,0,2,2,4,1,0,0,1,8,+17,1
Mike Miller,17:00,0,3,.000,0,3,.000,0,0,nan,0,1,1,1,3,0,1,3,0,+5,1
Chris Andersen,16:53,1,3,.333,0,0,nan,5,6,.833,2,3,5,0,1,0,0,2,7,+16,1
Rashard Lewis,5:08,1,2,.500,0,1,.000,0,0,nan,0,1,1,1,0,0,1,1,2,-2,1
Joel Anthony,3:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
James Jones,3:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
240,28,69,.406,6,20,.300,14,20,.700,8,29,37,14,3,3,21,28,76,nan,240,1
